host_since,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,price,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_location,calculated_host_listings_count,reviews_per_month,host_days_active,bathrooms,Air conditioning,TV,Extra pillows and blankets,Heating,time_since_first_review,first_review_interval,time_since_last_review,last_review_interval
2016-02-17,Campo de Ourique,38.71835,-9.15555,Entire home/apt,6,158.0,1,1125,4,134,92,59,8,2019-11-09,2022-09-08,4.95,4.83,19,2.65,2397.0,1.0,1,1,0,1,1040.0,3 years - 4 years,6.0,0-2 weeks
2016-02-17,Campo de Ourique,38.71835,-9.15555,Entire home/apt,4,137.0,1,1125,2,113,72,48,8,2019-11-09,2022-08-28,4.97,4.88,19,2.07,2397.0,1.0,1,1,0,1,1040.0,3 years - 4 years,17.0,2-8 weeks
2014-08-12,Avenidas Novas,38.73655,-9.14976,Entire home/apt,2,84.0,2,730,9,340,6,6,0,2022-05-01,2022-06-25,3.67,4.67,23,1.31,2951.0,1.0,1,1,1,1,136.0,0-6 months,81.0,2-6 months
2014-08-12,Avenidas Novas,38.73798,-9.14958,Entire home/apt,2,84.0,2,730,10,343,11,9,0,2020-01-02,2022-08-02,4.27,4.82,23,0.33,2951.0,1.0,1,1,1,1,986.0,3 years - 4 years,43.0,2-8 weeks
2014-08-12,Avenidas Novas,38.73729,-9.14966,Entire home/apt,2,95.0,2,730,7,336,12,12,0,2021-11-30,2022-08-12,4.25,4.58,23,1.25,2951.0,1.0,1,1,1,1,288.0,1 year - 2 years,33.0,2-8 weeks
2014-08-12,Avenidas Novas,38.73778,-9.14916,Private room,2,84.0,2,730,10,342,4,4,0,2022-02-27,2022-06-25,2.75,5.0,23,0.6,2951.0,1.0,1,1,1,1,199.0,1 year - 2 years,81.0,2-6 months
2017-07-20,Santo Antnio,38.71877,-9.14278,Private room,2,124.0,1,1125,9,327,33,28,3,2019-12-11,2022-09-10,4.85,4.76,8,0.98,1878.0,1.0,1,0,0,0,1008.0,3 years - 4 years,4.0,0-2 weeks
2011-08-28,Santa Maria Maior,38.70932,-9.1369,Entire home/apt,6,102.0,3,360,2,319,35,26,6,2019-12-08,2022-09-12,4.63,4.91,21,1.04,4031.0,1.0,0,1,1,0,1011.0,3 years - 4 years,2.0,0-2 weeks
2013-09-04,Moscavide e Portela,38.78026,-9.1039,Entire home/apt,2,50.0,6,1125,0,11,35,24,6,2019-12-09,2022-09-10,4.91,4.6,2,1.04,3293.0,1.0,1,1,1,0,1010.0,3 years - 4 years,4.0,0-2 weeks
2012-02-15,Santo Antnio,38.72082,-9.1517,Entire home/apt,2,172.0,2,1125,3,178,7,7,2,2022-05-17,2022-08-29,4.29,4.86,199,1.74,3860.0,1.0,1,1,0,0,120.0,0-6 months,16.0,2-8 weeks
2019-11-11,Marvila,38.73907,-9.10396,Entire home/apt,8,97.0,2,180,5,320,6,5,0,2020-01-10,2022-07-09,3.33,3.33,12,0.18,1034.0,2.0,0,1,0,1,978.0,3 years - 4 years,67.0,2-6 months
2017-11-02,So Vicente,38.718544,-9.13248,Entire home/apt,4,157.0,2,1125,4,318,23,14,3,2019-11-24,2022-09-02,5.0,5.0,17,0.67,1773.0,1.0,0,1,1,1,1025.0,3 years - 4 years,12.0,0-2 weeks
2016-05-18,Dois Portos e Runa,39.04408,-9.14413,Entire home/apt,3,76.0,3,1125,16,343,11,7,1,2019-12-29,2022-08-26,5.0,4.82,9,0.33,2306.0,1.0,0,1,1,0,990.0,3 years - 4 years,19.0,2-8 weeks
2017-12-28,Santa Maria Maior,38.71274,-9.13947,Entire home/apt,3,140.0,1,1125,14,349,4,4,1,2022-06-01,2022-09-01,3.75,4.0,11,1.13,1717.0,1.0,0,1,0,0,105.0,0-6 months,13.0,0-2 weeks
2012-10-23,Santa Maria Maior,38.71131,-9.14209,Entire home/apt,4,143.0,1,1125,0,0,7,0,0,2019-12-15,2021-09-05,4.43,5.0,292,0.21,3609.0,2.0,1,0,0,0,1004.0,3 years - 4 years,374.0,1+ year
2016-10-17,So Vicente,38.71936,-9.13313,Entire home/apt,3,60.0,2,365,0,40,15,9,0,2020-01-31,2022-06-05,4.93,4.6,1,0.47,2154.0,1.0,0,1,1,1,957.0,3 years - 4 years,101.0,2-6 months
2017-12-28,Santa Maria Maior,38.71177,-9.13894,Entire home/apt,6,210.0,1,1125,8,325,11,9,1,2020-01-27,2022-08-21,4.55,5.0,11,0.34,1717.0,2.0,0,1,0,0,961.0,3 years - 4 years,24.0,2-8 weeks
2019-11-11,Marvila,38.75451,-9.10032,Entire home/apt,4,178.0,1,1125,6,334,37,19,1,2019-11-16,2022-08-19,4.59,4.41,1,1.07,1034.0,2.0,0,1,1,1,1033.0,3 years - 4 years,26.0,2-8 weeks
2019-11-11,Marvila,38.73958,-9.10451,Entire home/apt,7,91.0,2,180,7,317,7,3,0,2020-01-13,2022-06-24,4.14,4.43,12,0.22,1034.0,2.0,0,1,0,1,975.0,3 years - 4 years,82.0,2-6 months
2013-04-09,Cascais e Estoril,38.70489,-9.38511,Entire home/apt,6,200.0,4,1125,1,63,2,0,0,2020-01-13,2020-04-03,5.0,5.0,10,0.06,3441.0,2.0,1,1,0,1,975.0,3 years - 4 years,894.0,1+ year
2018-03-11,Lumiar,38.7668,-9.15287,Entire home/apt,6,150.0,3,120,1,114,17,9,2,2020-01-26,2022-08-27,4.88,4.65,1,0.53,1644.0,2.5,1,1,0,1,962.0,3 years - 4 years,18.0,2-8 weeks
2017-10-30,Venteira,38.75909,-9.2354,Entire home/apt,6,120.0,2,1125,9,284,12,4,1,2020-05-08,2022-08-17,5.0,4.92,1,0.42,1776.0,1.0,0,1,0,1,859.0,3 years - 4 years,28.0,2-8 weeks
2012-10-23,Misericrdia,38.71094,-9.14646,Entire home/apt,4,131.0,1,1125,9,321,30,13,1,2019-10-31,2022-08-21,4.2,4.6,292,0.86,3609.0,1.0,1,1,0,0,1049.0,3 years - 4 years,24.0,2-8 weeks
2019-11-11,Marvila,38.73819,-9.10608,Entire home/apt,10,107.0,2,180,7,311,16,13,4,2019-12-27,2022-09-03,4.38,4.63,12,0.48,1034.0,3.0,0,1,0,1,992.0,3 years - 4 years,11.0,0-2 weeks
2019-08-06,Campo de Ourique,38.71989,-9.16132,Entire home/apt,3,100.0,3,1125,1,168,2,1,1,2020-01-01,2022-08-24,5.0,5.0,1,0.06,1131.0,1.0,0,0,1,1,987.0,3 years - 4 years,21.0,2-8 weeks
2018-08-30,A dos Cunhados e Maceira,39.14106,-9.37116,Entire home/apt,6,79.0,2,30,30,180,14,6,1,2019-11-09,2022-08-17,4.64,4.64,1,0.4,1472.0,2.0,0,1,0,0,1040.0,3 years - 4 years,28.0,2-8 weeks
2019-11-19,Avenidas Novas,38.74452,-9.15521,Entire home/apt,3,139.0,3,60,20,355,36,24,1,2019-12-10,2022-08-19,4.53,3.83,1,1.07,1026.0,1.0,1,1,0,1,1009.0,3 years - 4 years,26.0,2-8 weeks
2014-04-23,Avenidas Novas,38.73264,-9.15045,Entire home/apt,4,50.0,7,1125,0,0,12,4,0,2019-12-03,2021-10-28,3.58,4.58,6,0.35,3062.0,1.0,0,1,0,1,1016.0,3 years - 4 years,321.0,6-12 months
2019-11-11,Santa Maria Maior,38.71247,-9.13811,Entire home/apt,5,112.0,2,180,0,261,29,27,3,2020-02-16,2022-09-02,4.41,4.97,12,0.92,1034.0,2.0,0,1,0,1,941.0,3 years - 4 years,12.0,0-2 weeks
2019-11-19,Belm,38.70138,-9.20548,Private room,2,41.0,2,50,0,289,30,19,0,2020-01-20,2022-08-06,4.79,4.79,1,0.93,1026.0,2.0,1,1,1,1,968.0,3 years - 4 years,39.0,2-8 weeks
2018-01-28,Santo Antnio,38.71642,-9.15004,Entire home/apt,2,140.0,3,1125,4,213,1,0,0,2020-02-25,2020-02-25,5.0,5.0,2,0.03,1686.0,1.0,1,1,1,1,932.0,3 years - 4 years,932.0,1+ year
2019-11-11,Santa Maria Maior,38.71115,-9.13846,Entire home/apt,6,117.0,2,180,2,268,15,11,2,2019-11-18,2022-09-02,4.6,5.0,12,0.44,1034.0,2.0,0,1,0,1,1031.0,3 years - 4 years,12.0,0-2 weeks
2017-07-20,Santo Antnio,38.71648,-9.14452,Private room,2,124.0,1,1125,5,320,6,6,1,2022-05-25,2022-08-26,4.83,5.0,8,1.59,1878.0,1.0,0,0,0,0,112.0,0-6 months,19.0,2-8 weeks
2017-07-20,Santo Antnio,38.71648,-9.14452,Private room,2,124.0,1,1125,5,319,21,13,0,2019-11-22,2022-08-05,4.86,4.81,8,0.61,1878.0,1.0,0,0,0,0,1027.0,3 years - 4 years,40.0,2-8 weeks
2017-07-20,Santo Antnio,38.71648,-9.14452,Private room,2,121.0,1,1125,11,341,85,48,7,2019-11-04,2022-09-10,4.81,4.89,8,2.44,1878.0,1.0,0,0,0,0,1045.0,3 years - 4 years,4.0,0-2 weeks
2019-11-11,Santa Maria Maior,38.71139,-9.13822,Entire home/apt,8,129.0,2,180,2,269,17,12,1,2019-12-08,2022-08-20,4.53,4.76,12,0.5,1034.0,2.0,0,1,0,1,1011.0,3 years - 4 years,25.0,2-8 weeks
2017-03-29,Alcntara,38.70002,-9.19254,Entire home/apt,4,100.0,3,1125,5,150,22,22,4,2022-04-12,2022-09-08,4.95,4.86,2,4.23,1991.0,1.0,1,1,1,1,155.0,0-6 months,6.0,0-2 weeks
2017-07-20,Beato,38.73083,-9.11184,Entire home/apt,4,47.0,5,1125,2,133,17,14,3,2021-07-10,2022-09-07,5.0,4.71,2,1.18,1878.0,1.0,0,1,0,0,431.0,1 year - 2 years,7.0,0-2 weeks
2019-11-11,Santa Maria Maior,38.71255,-9.13876,Entire home/apt,6,111.0,2,180,0,277,19,12,2,2020-01-01,2022-08-30,4.63,4.84,12,0.58,1034.0,1.0,0,1,0,1,987.0,3 years - 4 years,15.0,2-8 weeks
2019-10-17,Santa Maria Maior,38.71083,-9.13801,Private room,1,65.0,3,15,5,55,51,45,5,2019-11-18,2022-09-08,5.0,4.98,2,1.48,1059.0,1.0,0,0,1,1,1031.0,3 years - 4 years,6.0,0-2 weeks
2022-01-10,Arroios,38.72123,-9.13858,Entire home/apt,4,90.0,2,1125,0,287,10,5,0,2019-12-09,2021-10-29,4.7,4.9,5,0.3,243.0,1.0,0,0,0,1,1010.0,3 years - 4 years,320.0,6-12 months
2019-10-17,Santa Maria Maior,38.71121,-9.13764,Private room,1,65.0,3,15,2,51,52,43,4,2019-11-09,2022-09-13,4.96,4.98,2,1.5,1059.0,1.0,0,0,0,1,1040.0,3 years - 4 years,1.0,0-2 weeks
2016-03-01,Santo Antnio,38.71957,-9.15068,Entire home/apt,4,185.0,2,1125,19,347,46,21,2,2019-12-17,2022-09-03,4.52,4.67,25,1.38,2384.0,1.0,1,1,1,1,1002.0,3 years - 4 years,11.0,0-2 weeks
2016-03-30,Santa Maria Maior,38.71367,-9.13797,Entire home/apt,6,161.0,2,136,2,117,117,73,2,2019-11-23,2022-09-04,4.79,4.91,16,3.42,2355.0,1.0,0,1,1,0,1026.0,3 years - 4 years,10.0,0-2 weeks
2017-05-20,Santa Maria Maior,38.71755,-9.13384,Entire home/apt,2,50.0,2,90,2,299,10,6,0,2020-02-14,2022-07-28,4.6,4.8,5,0.32,1939.0,1.0,0,1,0,1,943.0,3 years - 4 years,48.0,2-8 weeks
2019-10-18,Santa Maria Maior,38.71172,-9.13891,Entire home/apt,4,174.0,2,365,1,85,73,54,5,2019-11-05,2022-09-04,4.64,4.93,1,2.1,1058.0,2.0,1,1,1,1,1044.0,3 years - 4 years,10.0,0-2 weeks
2017-04-19,Bucelas,38.90719,-9.1008,Entire home/apt,4,144.0,2,1125,10,298,1,0,0,2020-10-09,2020-10-09,4.0,5.0,3,0.04,1970.0,1.0,1,1,0,0,705.0,1 year - 2 years,705.0,1+ year
2017-04-05,guas Livres,38.74759,-9.21287,Private room,1,22.0,60,180,0,265,3,3,0,2021-11-01,2022-07-08,4.67,4.0,7,0.28,1984.0,1.0,0,1,0,0,317.0,1 year - 2 years,68.0,2-6 months
2019-11-11,Santa Maria Maior,38.71185,-9.13661,Entire home/apt,8,128.0,2,180,1,281,4,3,2,2020-02-24,2022-08-31,4.25,4.75,12,0.13,1034.0,2.0,0,1,0,1,933.0,3 years - 4 years,14.0,0-2 weeks
2019-11-11,Santa Maria Maior,38.71109,-9.13823,Entire home/apt,8,129.0,2,180,3,245,12,7,3,2020-01-03,2022-09-02,4.33,5.0,12,0.37,1034.0,2.0,0,1,0,1,985.0,3 years - 4 years,12.0,0-2 weeks
2019-11-11,Arroios,38.71699,-9.13765,Entire home/apt,4,86.0,2,180,3,267,14,12,4,2020-03-14,2022-08-26,4.07,4.64,12,0.46,1034.0,1.0,0,1,0,1,914.0,3 years - 4 years,19.0,2-8 weeks
2019-11-11,Arroios,38.7168,-9.13759,Entire home/apt,7,108.0,2,180,2,281,7,5,0,2020-10-29,2022-08-02,4.0,4.57,12,0.31,1034.0,1.0,0,1,0,1,685.0,1 year - 2 years,43.0,2-8 weeks
2017-07-04,Santa Maria Maior,38.71273,-9.13912,Entire home/apt,4,180.0,2,14,4,146,1,1,0,2021-10-24,2021-10-24,5.0,5.0,3,0.09,1894.0,2.0,1,1,0,1,325.0,1 year - 2 years,325.0,6-12 months
2019-11-23,Areeiro,38.73933,-9.14184,Private room,2,69.0,1,1125,8,327,1,1,0,2021-09-17,2021-09-17,5.0,5.0,5,0.08,1022.0,1.0,1,1,0,0,362.0,1 year - 2 years,362.0,6-12 months
2016-11-12,Campo de Ourique,38.71993,-9.15702,Entire home/apt,8,113.0,3,1125,4,16,37,24,0,2019-12-08,2022-08-14,4.57,4.86,1,1.1,2128.0,1.0,0,1,0,0,1011.0,3 years - 4 years,31.0,2-8 weeks
2019-11-22,Colares,38.83209,-9.46544,Entire home/apt,2,120.0,2,1125,19,258,18,11,1,2019-12-25,2022-09-08,4.94,4.89,1,0.54,1023.0,1.0,0,1,1,1,994.0,3 years - 4 years,6.0,0-2 weeks
2014-03-08,Ericeira,38.967888,-9.419243,Private room,2,156.0,1,365,6,254,7,7,1,2021-10-29,2022-08-21,5.0,5.0,9,0.65,3108.0,1.0,0,0,0,0,320.0,1 year - 2 years,24.0,2-8 weeks
2017-01-17,Cascais e Estoril,38.70461,-9.39163,Entire home/apt,5,134.0,3,1125,14,300,10,9,1,2021-08-02,2022-08-21,5.0,4.9,1,0.73,2062.0,1.0,0,1,1,0,408.0,1 year - 2 years,24.0,2-8 weeks
2019-11-23,Areeiro,38.73935,-9.14064,Private room,2,67.0,1,1125,8,329,5,5,0,2021-11-05,2022-07-26,4.6,4.4,5,0.48,1022.0,1.0,1,1,0,0,313.0,1 year - 2 years,50.0,2-8 weeks
2019-11-23,Avenidas Novas,38.73777,-9.14215,Private room,2,64.0,1,1125,6,327,4,4,1,2022-06-03,2022-08-23,4.75,5.0,5,1.15,1022.0,1.0,1,1,0,0,103.0,0-6 months,22.0,2-8 weeks
2019-12-01,Santa Maria Maior,38.71372,-9.14146,Entire home/apt,6,131.0,2,1125,2,263,1,0,0,2020-08-28,2020-08-28,5.0,5.0,1,0.04,1014.0,2.0,0,1,0,1,747.0,3 years - 4 years,747.0,1+ year
2015-07-23,Lourinh e Atalaia,39.25685,-9.3147,Entire home/apt,8,129.0,3,1125,0,242,2,0,0,2020-08-24,2020-08-29,5.0,3.5,2,0.08,2606.0,3.0,1,1,0,1,751.0,3 years - 4 years,746.0,1+ year
2019-11-22,Santo Antnio,38.72688,-9.14837,Private room,2,54.0,1,1125,10,319,25,16,2,2020-01-01,2022-09-05,4.52,4.72,9,0.76,1023.0,6.5,0,1,0,1,987.0,3 years - 4 years,9.0,0-2 weeks
2018-07-29,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79804,-9.38451,Entire home/apt,8,185.0,2,99,0,0,19,0,0,2019-12-30,2020-08-25,4.95,4.95,4,0.58,1504.0,1.0,0,1,0,1,989.0,3 years - 4 years,750.0,1+ year
2014-09-06,Belm,38.70351,-9.20265,Entire home/apt,6,140.0,2,1125,6,320,82,48,2,2019-12-07,2022-09-06,4.62,4.51,28,2.43,2926.0,1.0,0,1,0,1,1012.0,3 years - 4 years,8.0,0-2 weeks
2019-05-22,Santa Maria Maior,38.71212,-9.13263,Entire home/apt,4,85.0,2,28,0,282,23,17,1,2019-11-22,2022-08-24,4.35,4.7,8,0.67,1207.0,1.0,0,1,1,0,1027.0,3 years - 4 years,21.0,2-8 weeks
2014-03-25,So Vicente,38.71856,-9.1278,Entire home/apt,2,72.0,3,180,0,211,15,15,5,2022-05-06,2022-09-09,4.87,4.6,6,3.41,3091.0,1.0,0,1,1,1,131.0,0-6 months,5.0,0-2 weeks
2015-03-12,Avenidas Novas,38.74731,-9.15122,Entire home/apt,4,106.0,1,1125,2,326,8,8,0,2021-10-04,2022-08-12,4.88,4.88,12,0.69,2739.0,1.0,0,1,0,1,345.0,1 year - 2 years,33.0,2-8 weeks
2019-12-02,Cascais e Estoril,38.69681,-9.44361,Entire home/apt,4,158.0,4,28,9,327,29,17,4,2020-01-03,2022-09-11,4.93,4.93,1,0.88,1013.0,2.0,0,1,0,1,985.0,3 years - 4 years,3.0,0-2 weeks
2015-07-29,Cascais e Estoril,38.69861,-9.42107,Entire home/apt,4,200.0,2,1125,5,268,38,22,2,2020-01-03,2022-08-29,4.78,4.89,13,1.16,2600.0,2.0,1,1,0,0,985.0,3 years - 4 years,16.0,2-8 weeks
2012-10-23,Santa Maria Maior,38.70774,-9.14012,Entire home/apt,4,183.0,1,1125,3,300,66,44,2,2020-07-28,2022-08-25,4.58,4.92,292,2.54,3609.0,2.0,0,1,0,0,778.0,3 years - 4 years,20.0,2-8 weeks
2019-11-14,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.676449,-9.318473,Entire home/apt,2,90.0,1,3,17,348,106,72,16,2019-12-07,2022-09-13,4.92,4.91,1,3.14,1031.0,1.0,0,0,0,1,1012.0,3 years - 4 years,1.0,0-2 weeks
2016-03-01,Santo Antnio,38.71947,-9.15101,Entire home/apt,4,201.0,2,1125,15,350,46,21,1,2019-11-29,2022-08-18,4.76,4.89,25,1.35,2384.0,1.0,1,1,1,1,1020.0,3 years - 4 years,27.0,2-8 weeks
2015-09-08,Arroios,38.71685,-9.13857,Entire home/apt,6,100.0,4,30,4,107,8,8,0,2021-12-08,2022-06-11,4.88,5.0,1,0.85,2559.0,1.0,0,0,1,1,280.0,1 year - 2 years,95.0,2-6 months
2016-03-01,Santo Antnio,38.72153,-9.15182,Entire home/apt,4,206.0,2,1125,20,355,30,15,2,2019-12-08,2022-09-12,4.73,4.9,25,0.89,2384.0,1.0,1,1,1,1,1011.0,3 years - 4 years,2.0,0-2 weeks
2019-11-23,Areeiro,38.73734,-9.14045,Private room,5,74.0,1,1125,5,325,8,4,0,2021-08-03,2022-07-17,4.38,4.63,5,0.59,1022.0,1.0,1,1,0,1,407.0,1 year - 2 years,59.0,2-6 months
2012-01-27,Lourinh e Atalaia,39.27409,-9.32328,Entire home/apt,14,114.0,7,45,30,365,3,2,1,2020-08-23,2022-08-25,5.0,5.0,40,0.12,3879.0,2.0,0,1,0,0,752.0,3 years - 4 years,20.0,2-8 weeks
2019-11-22,Santo Antnio,38.72663,-9.14859,Private room,6,61.0,1,1125,19,337,14,8,0,2019-12-30,2022-08-08,4.57,4.86,9,0.42,1023.0,6.0,0,1,0,1,989.0,3 years - 4 years,37.0,2-8 weeks
2019-11-22,Santo Antnio,38.72512,-9.1469,Private room,8,120.0,1,1125,14,322,6,5,1,2020-01-02,2022-09-11,4.83,4.33,9,0.18,1023.0,6.0,0,1,0,1,986.0,3 years - 4 years,3.0,0-2 weeks
2013-11-23,So Domingos de Rana,38.70763,-9.34313,Private room,2,49.0,2,1125,10,331,20,14,6,2019-11-23,2022-09-10,5.0,4.7,3,0.58,3213.0,1.0,1,1,0,0,1026.0,3 years - 4 years,4.0,0-2 weeks
2019-11-17,"Enxara do Bispo, Gradil e Vila Franca do Rosrio",38.97388,-9.24858,Entire home/apt,6,90.0,2,30,12,39,25,12,5,2020-01-01,2022-09-11,4.88,4.92,1,0.76,1028.0,1.0,0,1,1,1,987.0,3 years - 4 years,3.0,0-2 weeks
2017-09-13,Santa Maria Maior,38.71229,-9.13435,Entire home/apt,2,124.0,2,1125,12,29,137,61,5,2019-12-06,2022-09-02,4.33,4.74,10,4.05,1823.0,1.0,0,1,1,1,1013.0,3 years - 4 years,12.0,0-2 weeks
2017-09-13,Santa Maria Maior,38.71235,-9.136,Entire home/apt,2,131.0,2,1125,8,21,139,61,4,2019-12-08,2022-09-03,4.29,4.68,10,4.12,1823.0,1.0,0,1,1,1,1011.0,3 years - 4 years,11.0,0-2 weeks
2016-07-06,Misericrdia,38.70765,-9.14689,Entire home/apt,4,197.0,2,31,1,93,16,16,1,2021-11-09,2022-08-20,4.44,4.75,9,1.55,2257.0,1.0,1,1,0,1,309.0,1 year - 2 years,25.0,2-8 weeks
2019-11-22,Santo Antnio,38.72545,-9.1465,Private room,6,59.0,1,1125,18,335,7,6,1,2021-06-06,2022-09-11,4.71,4.71,9,0.45,1023.0,6.0,0,1,0,1,465.0,1 year - 2 years,3.0,0-2 weeks
2019-11-24,So Bartolomeu dos Galegos e Moledo,39.28123,-9.2563,Entire home/apt,4,61.0,2,1125,11,11,40,12,1,2020-02-09,2022-08-20,4.7,4.6,2,1.27,1021.0,1.0,0,1,0,1,948.0,3 years - 4 years,25.0,2-8 weeks
2013-02-05,Cascais e Estoril,38.70042,-9.42326,Entire home/apt,7,127.0,1,1125,11,11,17,14,1,2021-07-20,2022-08-24,4.76,4.94,34,1.21,3504.0,2.0,0,1,0,1,421.0,1 year - 2 years,21.0,2-8 weeks
2018-03-15,Encosta do Sol,38.7652,-9.21004,Entire home/apt,6,60.0,3,1125,0,44,8,0,0,2020-08-29,2021-09-07,4.25,4.63,3,0.32,1640.0,1.0,0,1,1,0,746.0,3 years - 4 years,372.0,1+ year
2019-12-03,Cascais e Estoril,38.70993,-9.41429,Entire home/apt,5,198.0,5,60,3,111,23,15,1,2019-12-23,2022-08-22,4.87,4.7,1,0.69,1012.0,2.0,0,1,1,0,996.0,3 years - 4 years,23.0,2-8 weeks
2019-12-04,Penha de Frana,38.72294,-9.12965,Entire home/apt,7,148.0,2,1125,7,329,44,23,4,2019-12-08,2022-09-10,4.73,4.8,1,1.3,1011.0,2.0,0,1,0,1,1011.0,3 years - 4 years,4.0,0-2 weeks
2019-11-25,Ajuda,38.70321,-9.19251,Entire home/apt,4,55.0,3,1125,6,52,2,0,0,2019-12-22,2020-01-08,5.0,4.0,1,0.06,1020.0,1.0,0,1,1,1,997.0,3 years - 4 years,980.0,1+ year
2016-02-29,Carcavelos e Parede,38.68022,-9.33009,Entire home/apt,4,115.0,5,1125,10,160,52,24,2,2019-12-09,2022-08-18,4.77,4.88,10,1.54,2385.0,1.0,0,1,0,0,1010.0,3 years - 4 years,27.0,2-8 weeks
2017-04-05,Santa Maria Maior,38.71579,-9.13262,Entire home/apt,4,110.0,2,90,9,88,35,21,2,2020-08-19,2022-09-11,4.46,4.74,9,1.39,1984.0,1.0,0,1,1,1,756.0,3 years - 4 years,3.0,0-2 weeks
2011-04-27,Colares,38.8283,-9.46931,Entire home/apt,4,79.0,5,365,5,329,18,18,3,2022-03-06,2022-09-10,4.89,4.83,12,2.81,4154.0,1.0,0,1,0,0,192.0,1 year - 2 years,4.0,0-2 weeks
2017-09-13,Santa Maria Maior,38.71265,-9.12733,Entire home/apt,4,139.0,2,1125,12,333,110,40,2,2020-01-05,2022-08-27,4.5,4.82,10,3.35,1823.0,1.0,0,1,0,1,983.0,3 years - 4 years,18.0,2-8 weeks
2019-12-14,Misericrdia,38.71132,-9.14445,Entire home/apt,4,40.0,30,180,0,37,2,1,1,2021-08-05,2022-08-22,5.0,5.0,1,0.15,1001.0,1.0,1,1,0,0,405.0,1 year - 2 years,23.0,2-8 weeks
2017-02-09,Colares,38.83874,-9.46174,Entire home/apt,4,90.0,2,1125,19,352,26,13,1,2020-02-16,2022-09-08,4.92,4.92,16,0.83,2039.0,1.0,1,1,0,1,941.0,3 years - 4 years,6.0,0-2 weeks
2018-10-24,Venda do Pinheiro e Santo Estvo das Gals,38.92211,-9.23356,Private room,2,90.0,2,1125,0,0,4,1,0,2020-08-15,2022-04-17,5.0,5.0,3,0.16,1417.0,1.0,1,1,0,0,760.0,3 years - 4 years,150.0,2-6 months
2019-12-13,Misericrdia,38.71017,-9.14997,Entire home/apt,6,75.0,2,1125,0,290,17,9,1,2019-12-30,2022-08-28,4.47,4.65,1,0.52,1002.0,1.0,1,1,0,1,989.0,3 years - 4 years,17.0,2-8 weeks
2015-01-22,Misericrdia,38.71031,-9.14391,Entire home/apt,4,121.0,3,1125,2,295,16,13,2,2019-12-09,2022-08-27,4.88,4.88,1,0.47,2788.0,1.0,1,1,0,0,1010.0,3 years - 4 years,18.0,2-8 weeks
2016-12-11,Cascais e Estoril,38.6952,-9.43195,Entire home/apt,4,210.0,4,30,14,301,5,4,1,2021-08-30,2022-08-27,4.6,4.6,26,0.39,2099.0,2.0,0,1,0,1,380.0,1 year - 2 years,18.0,2-8 weeks
2018-04-03,Misericrdia,38.71533,-9.15286,Entire home/apt,6,209.0,2,60,12,284,1,0,0,2021-09-01,2021-09-01,1.0,5.0,4,0.08,1621.0,1.0,0,1,0,1,378.0,1 year - 2 years,378.0,1+ year
2019-07-01,Arroios,38.72815,-9.1326,Entire home/apt,4,114.0,1,1125,5,5,49,37,4,2021-05-26,2022-08-23,4.69,4.51,3,3.08,1167.0,2.0,0,1,0,1,476.0,1 year - 2 years,22.0,2-8 weeks
2016-08-10,Beato,38.73602,-9.12384,Entire home/apt,4,55.0,2,1125,0,239,36,21,2,2020-01-14,2022-08-30,4.94,4.25,1,1.11,2222.0,1.0,0,1,1,1,974.0,3 years - 4 years,15.0,2-8 weeks
2019-12-16,Santa Maria Maior,38.71387,-9.13497,Entire home/apt,4,192.0,1,1125,0,303,10,10,1,2022-06-29,2022-08-29,4.4,4.7,1,3.85,999.0,1.0,1,1,0,1,77.0,0-6 months,16.0,2-8 weeks
2016-02-17,Arroios,38.72369,-9.13595,Entire home/apt,6,213.0,1,1125,2,82,77,63,5,2020-01-02,2022-09-06,4.96,4.73,19,2.34,2397.0,2.0,1,1,1,1,986.0,3 years - 4 years,8.0,0-2 weeks
2019-12-05,So Domingos de Rana,38.70309,-9.35746,Entire home/apt,5,73.0,7,300,0,215,20,12,0,2020-01-05,2022-06-11,4.95,4.85,5,0.61,1010.0,1.0,0,1,1,0,983.0,3 years - 4 years,95.0,2-6 months
2019-11-26,Santo Antnio,38.71679,-9.1464,Entire home/apt,4,169.0,2,60,9,336,3,3,0,2022-03-05,2022-04-21,5.0,4.67,4,0.46,1019.0,2.0,1,1,0,1,193.0,1 year - 2 years,146.0,2-6 months
2014-04-15,Campo de Ourique,38.71531,-9.15531,Entire home/apt,2,150.0,3,60,4,148,19,13,2,2019-12-21,2022-08-31,4.68,4.95,23,0.57,3070.0,1.0,1,0,0,1,998.0,3 years - 4 years,14.0,0-2 weeks
2019-11-23,Areeiro,38.73938,-9.14067,Private room,2,70.0,1,1125,0,0,1,0,0,2020-01-02,2020-01-02,5.0,5.0,5,0.03,1022.0,1.0,1,1,0,0,986.0,3 years - 4 years,986.0,1+ year
2014-03-08,Ericeira,38.967873,-9.419382,Private room,2,138.0,1,365,10,271,4,2,0,2021-04-18,2022-02-26,5.0,5.0,9,0.23,3108.0,1.0,0,0,0,0,514.0,1 year - 2 years,200.0,6-12 months
