latitude,longitude,accommodates,price,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_location,calculated_host_listings_count,reviews_per_month,bathrooms,Air conditioning,TV,Extra pillows and blankets,Heating,time_since_first_review,time_since_last_review,host_days_active,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
38.72185,-9.13697,4,74.0,2,1125,1,8,65,25,3,4.71,4.68,1,1.24,1.0,0,1,0,1,1571.0,4.0,1579.0,1,0,0,0
38.72237,-9.12587,2,39.0,2,1125,0,281,97,8,6,4.81,4.6,7,1.87,1.0,0,1,0,1,1553.0,6.0,2383.0,0,0,1,0
38.72719,-9.14396,2,66.0,2,1125,5,138,2,2,0,4.5,5.0,3,0.18,1.0,0,1,0,1,340.0,72.0,1750.0,0,0,1,0
38.7313,-9.13439,1,38.0,3,1125,6,101,15,3,0,4.8,4.53,12,0.3,2.0,0,1,1,0,1510.0,64.0,1587.0,0,0,1,0
38.75464,-9.19961,4,80.0,2,1125,6,44,28,4,0,4.89,4.64,3,0.53,1.0,1,1,1,1,1571.0,116.0,1745.0,1,0,0,0
38.714,-9.13472,5,194.0,2,1125,0,0,19,0,0,4.89,4.95,1,0.37,2.0,0,1,1,1,1523.0,389.0,1595.0,1,0,0,0
38.71551,-9.13782,3,212.0,1,28,20,353,88,18,0,4.76,4.84,53,1.67,1.0,0,1,1,1,1579.0,40.0,1424.0,1,0,0,0
38.72658,-9.14336,2,55.0,2,1125,0,28,1,1,0,5.0,5.0,3,0.08,1.0,0,1,0,1,357.0,357.0,1750.0,0,0,1,0
39.23079,-9.3382,2,64.0,2,1125,27,177,2,0,0,5.0,5.0,8,0.04,1.0,1,1,1,1,1479.0,1109.0,1583.0,0,0,1,0
38.71993,-9.12199,4,76.0,2,765,3,298,76,16,3,4.59,4.54,6,1.5,1.0,0,1,1,1,1516.0,10.0,2942.0,1,0,0,0
38.71353,-9.14551,2,55.0,1,1125,4,291,62,15,3,4.77,4.85,6,1.18,2.0,0,1,1,1,1573.0,13.0,2362.0,0,0,1,0
38.70523,-9.21031,2,70.0,2,10,0,161,8,0,0,5.0,4.75,1,0.16,1.0,0,0,0,1,1495.0,1181.0,2716.0,0,0,1,0
39.2594,-9.28544,4,160.0,7,1125,27,362,2,0,0,4.5,4.0,1,0.04,2.0,0,1,1,0,1507.0,753.0,1578.0,1,0,0,0
38.80212,-9.37732,5,70.0,2,180,17,313,14,2,0,5.0,4.86,3,0.27,1.0,0,1,0,1,1534.0,297.0,2625.0,1,0,0,0
38.70747,-9.15849,2,88.0,4,10,11,157,52,26,1,5.0,4.98,1,0.98,1.0,0,1,1,1,1585.0,17.0,2628.0,0,0,1,0
38.72119,-9.13572,4,152.0,2,60,1,274,149,59,3,4.91,4.88,11,2.85,1.0,1,1,0,1,1568.0,3.0,3308.0,1,0,0,0
38.71246,-9.14487,2,31.0,5,1125,5,334,22,11,2,4.23,4.86,3,0.43,1.0,0,1,1,0,1548.0,18.0,2939.0,0,0,1,0
38.69253,-9.31357,2,75.0,2,120,1,118,72,10,1,4.76,4.74,2,1.36,1.0,0,1,0,1,1587.0,26.0,2559.0,1,0,0,0
39.14051,-9.3758,4,49.0,3,200,0,9,13,0,0,4.62,4.85,2,0.26,1.0,0,1,1,0,1526.0,1102.0,1606.0,1,0,0,0
38.7077,-9.41876,4,108.0,4,1125,5,230,9,2,0,4.89,4.67,3,0.22,1.5,1,1,0,1,1229.0,67.0,3019.0,1,0,0,0
38.7159,-9.13399,4,90.0,2,1125,2,319,96,43,4,4.76,4.83,5,1.85,1.0,0,1,0,1,1553.0,12.0,1943.0,1,0,0,0
38.7272,-9.14584,4,110.0,2,14,0,0,2,0,0,5.0,5.0,3,0.05,1.0,1,1,0,1,1192.0,1067.0,1898.0,1,0,0,0
39.23047,-9.3388,2,65.0,1,1125,27,177,1,0,0,5.0,5.0,8,0.02,1.0,1,1,1,1,1473.0,1473.0,1583.0,0,0,1,0
38.7539,-9.1495,2,51.0,1,1,12,12,156,61,3,4.84,4.8,1,3.24,1.0,0,1,1,1,1444.0,8.0,2433.0,0,0,1,0
38.73623,-9.13328,7,100.0,3,1125,0,52,57,0,0,4.88,4.95,2,1.1,2.0,0,1,1,1,1556.0,1095.0,2313.0,1,0,0,0
38.717365,-9.12854,3,100.0,2,1125,4,304,227,68,6,4.96,4.84,1,4.38,1.0,0,1,1,1,1553.0,7.0,2627.0,1,0,0,0
38.70905,-9.15592,3,162.0,3,1125,7,333,112,18,3,4.9,4.76,2,2.16,1.0,0,1,0,1,1555.0,6.0,2313.0,1,0,0,0
38.71049,-9.14269,4,141.0,2,90,1,293,254,58,7,4.83,4.94,1,4.89,1.0,1,1,0,1,1558.0,3.0,2448.0,1,0,0,0
38.87456,-9.07971,5,70.0,2,1125,22,357,7,2,0,4.14,3.71,3,0.14,1.0,0,1,0,1,1501.0,147.0,2686.0,1,0,0,0
38.7279,-9.14196,2,63.0,2,300,4,143,1,1,0,5.0,5.0,3,0.1,1.0,0,1,0,1,303.0,303.0,1750.0,0,0,1,0
38.70564,-9.42006,4,25.0,1,15,0,128,1,0,0,5.0,5.0,13,0.02,1.0,0,1,0,0,1509.0,1509.0,3358.0,0,0,0,1
38.71551,-9.13782,3,212.0,1,28,18,353,90,11,1,4.72,4.82,53,1.71,1.0,0,1,1,1,1576.0,10.0,1424.0,1,0,0,0
38.70881,-9.17429,3,100.0,3,60,0,0,37,5,0,4.73,4.43,23,0.71,2.0,1,1,0,1,1562.0,198.0,3074.0,1,0,0,0
38.70831,-9.14572,2,80.0,2,1125,1,11,51,29,3,4.59,4.96,1,1.05,1.0,0,1,1,0,1461.0,13.0,1975.0,1,0,0,0
38.7434,-9.14365,2,70.0,1,1125,4,44,257,61,1,4.71,4.73,1,4.95,1.0,0,1,0,0,1557.0,30.0,1792.0,1,0,0,0
38.71466,-9.14564,3,106.0,5,100,3,108,86,24,1,4.93,4.91,2,1.68,1.0,0,1,1,1,1536.0,28.0,2556.0,1,0,0,0
38.70721,-9.44209,3,119.0,2,60,4,283,15,2,0,4.73,4.67,4,0.3,1.0,1,1,1,1,1524.0,142.0,1580.0,0,0,1,0
38.7146,-9.12299,4,189.0,1,1125,3,326,50,18,1,4.7,4.86,18,0.96,1.0,1,1,0,1,1559.0,26.0,3005.0,1,0,0,0
39.26239,-9.32536,3,75.0,2,1125,29,364,3,0,0,5.0,5.0,1,0.08,1.0,0,1,0,0,1131.0,430.0,3666.0,1,0,0,0
38.71908,-9.12141,4,84.0,2,1125,6,324,21,3,1,4.71,4.33,9,0.41,1.0,0,1,0,0,1522.0,22.0,2086.0,1,0,0,0
38.7138,-9.12488,4,90.0,2,1125,0,109,63,21,0,4.84,4.92,5,1.22,1.0,1,1,0,1,1553.0,54.0,1943.0,1,0,0,0
38.71027,-9.12846,4,90.0,3,1125,0,161,135,22,0,4.87,4.92,5,2.66,1.0,0,1,0,1,1524.0,76.0,2890.0,1,0,0,0
38.70518,-9.19926,8,174.0,2,1125,3,3,49,9,2,4.55,4.63,14,0.94,3.0,0,1,1,1,1557.0,7.0,2253.0,1,0,0,0
38.71356,-9.1634,5,103.0,2,134,1,62,27,5,2,4.11,4.48,2,0.53,1.0,0,1,0,0,1535.0,8.0,2992.0,1,0,0,0
39.26589,-9.32978,6,120.0,5,1125,29,364,20,3,2,4.9,4.85,2,0.4,1.5,0,1,1,0,1516.0,19.0,2634.0,1,0,0,0
38.72898,-9.16739,4,60.0,3,30,0,0,73,17,0,4.74,4.62,1,1.4,1.0,0,1,1,1,1558.0,45.0,1578.0,1,0,0,0
39.23231,-9.33695,2,69.0,1,1125,27,177,1,0,0,5.0,5.0,8,0.02,1.0,1,1,1,1,1492.0,1492.0,1583.0,0,0,1,0
38.73129,-9.13419,1,38.0,3,1125,5,131,19,10,1,4.79,4.68,12,0.37,2.0,0,1,1,0,1553.0,14.0,1587.0,0,0,1,0
38.71188,-9.13749,5,216.0,2,365,0,168,147,56,4,4.8,4.95,4,2.84,2.0,0,1,1,1,1552.0,14.0,2167.0,1,0,0,0
38.73129,-9.13419,1,38.0,3,1125,5,94,16,4,1,4.69,4.63,12,0.31,2.0,0,1,1,0,1546.0,3.0,1587.0,0,0,1,0
38.70554,-9.18942,4,200.0,3,60,0,70,21,6,0,5.0,4.89,1,0.42,2.0,0,1,0,1,1516.0,71.0,2897.0,1,0,0,0
38.73129,-9.13419,1,38.0,3,1125,0,72,11,0,0,4.91,4.73,12,0.21,2.0,0,1,1,0,1546.0,767.0,1587.0,0,0,1,0
38.71418,-9.13112,6,130.0,3,1125,5,274,63,16,0,4.95,4.92,4,1.24,1.0,1,1,0,0,1522.0,67.0,1563.0,1,0,0,0
38.74748,-9.13111,6,129.0,30,30,0,316,1,0,0,5.0,2.0,1,0.03,1.5,1,1,0,1,1133.0,1133.0,1611.0,1,0,0,0
38.69924,-9.42214,5,80.0,1,90,0,130,75,0,0,4.55,4.95,2,1.44,1.0,0,1,1,0,1560.0,928.0,1571.0,1,0,0,0
38.70654,-9.44337,5,189.0,2,60,12,290,14,0,0,4.93,4.64,4,0.28,1.0,1,1,0,1,1522.0,368.0,1580.0,0,0,1,0
38.72564,-9.14465,1,39.0,1,1125,2,138,70,37,5,4.84,4.83,5,1.37,2.0,1,1,0,1,1535.0,5.0,1563.0,0,0,1,0
38.70494,-9.42907,2,93.0,2,1125,3,177,94,21,2,4.88,4.67,1,1.85,1.0,0,1,1,1,1527.0,16.0,2494.0,1,0,0,0
38.79963,-9.38308,2,126.0,2,15,27,362,1,1,0,5.0,5.0,1,0.38,1.0,0,1,1,1,79.0,79.0,1593.0,0,0,1,0
38.71214,-9.14827,2,150.0,5,1125,1,259,57,9,2,4.96,4.96,1,1.18,1.0,1,1,0,1,1451.0,22.0,1647.0,1,0,0,0
38.71406,-9.1363,5,78.0,2,1125,2,162,185,70,2,4.75,4.78,1,3.63,2.0,0,1,0,1,1527.0,18.0,1576.0,1,0,0,0
39.23749,-9.33659,6,180.0,2,1125,2,306,10,5,0,5.0,4.8,1,0.2,3.0,0,1,1,1,1526.0,38.0,1576.0,1,0,0,0
38.71332,-9.14379,3,90.0,5,30,0,0,31,2,0,4.06,4.32,34,0.6,1.0,0,0,0,0,1546.0,38.0,1602.0,1,0,0,0
38.72286,-9.1305,6,130.0,2,1125,0,256,14,0,0,4.79,5.0,4,0.28,2.0,1,1,1,1,1514.0,1053.0,2753.0,1,0,0,0
38.76603,-9.12235,2,70.0,1,1125,10,67,319,66,2,4.9,4.89,3,6.19,2.0,0,1,1,1,1546.0,21.0,1686.0,0,0,1,0
38.72312,-9.14145,2,85.0,3,8,2,80,55,28,4,4.91,4.73,1,1.06,1.0,0,1,0,0,1555.0,10.0,2971.0,1,0,0,0
38.71514,-9.132,4,110.0,3,1125,4,317,26,4,0,4.92,4.88,4,0.51,2.0,1,1,0,0,1527.0,129.0,1563.0,1,0,0,0
39.24549,-9.34023,2,54.0,5,1125,2,279,129,21,3,4.83,4.98,1,2.5,1.0,0,0,1,1,1548.0,10.0,1570.0,1,0,0,0
38.68655,-9.35322,3,56.0,6,31,0,74,34,11,4,4.47,4.74,1,0.66,1.0,1,1,0,1,1548.0,5.0,4250.0,1,0,0,0
38.95748,-9.4076,4,106.0,5,90,27,362,11,3,1,4.78,4.22,1,0.21,2.0,0,1,1,0,1538.0,22.0,1578.0,1,0,0,0
38.71473,-9.15207,2,71.0,1,1124,1,306,71,33,1,4.34,4.86,3,1.36,1.0,1,1,0,0,1562.0,25.0,1378.0,1,0,0,0
38.7128,-9.12596,4,125.0,2,60,15,344,79,13,1,4.52,4.85,1,1.51,1.0,0,1,0,0,1564.0,25.0,1576.0,1,0,0,0
38.77465,-9.09778,3,85.0,14,1125,0,133,27,11,1,4.41,4.96,1,0.53,1.0,0,1,0,1,1524.0,4.0,2159.0,1,0,0,0
38.71158,-9.14318,2,97.0,2,10,0,0,43,0,0,4.49,4.95,101,0.83,1.0,1,0,0,1,1546.0,1000.0,2291.0,0,0,1,0
38.71158,-9.14318,2,92.0,2,10,0,0,22,0,0,4.64,4.95,101,0.43,1.0,1,0,0,1,1528.0,1031.0,2291.0,0,0,1,0
38.70613,-9.4428,2,90.0,2,60,16,300,19,1,0,4.74,4.47,4,0.37,1.0,1,1,1,1,1528.0,322.0,1580.0,0,0,1,0
38.73171,-9.13212,2,65.0,3,365,0,229,12,4,0,5.0,4.83,9,0.24,1.0,0,1,0,0,1528.0,34.0,2040.0,1,0,0,0
38.71722,-9.16465,4,75.0,2,545,0,0,9,0,0,3.78,4.89,199,0.18,1.0,0,1,0,0,1466.0,682.0,3864.0,1,0,0,0
38.7096,-9.13546,4,204.0,2,545,6,340,40,21,0,4.63,4.93,199,0.82,1.0,1,1,0,0,1458.0,31.0,3864.0,1,0,0,0
38.792183,-9.122291,1,35.0,5,28,0,148,1,1,0,5.0,5.0,2,0.28,1.0,0,1,1,0,109.0,109.0,1684.0,0,0,1,0
38.71158,-9.12731,4,152.0,2,545,8,343,41,13,3,4.54,4.85,199,0.84,1.0,0,1,0,0,1457.0,12.0,3864.0,1,0,0,0
38.72015,-9.14498,3,173.0,1,1125,19,348,32,12,0,4.84,4.75,7,0.62,1.0,1,1,0,1,1556.0,99.0,2074.0,1,0,0,0
38.91441,-9.2663,3,70.0,2,1125,22,357,4,2,1,5.0,5.0,2,0.08,1.0,0,1,0,1,1495.0,23.0,2411.0,1,0,0,0
38.72915,-9.16494,6,159.0,3,1125,0,315,18,4,2,4.33,4.28,40,0.35,2.0,0,1,0,0,1547.0,18.0,2900.0,1,0,0,0
38.7322,-9.13681,3,84.0,1,1124,3,332,116,45,1,4.54,4.47,13,2.25,2.0,1,1,0,1,1549.0,29.0,1561.0,0,0,1,0
38.82322,-9.44016,2,38.0,2,1125,12,252,57,1,0,4.81,4.65,13,1.1,2.5,0,0,0,0,1561.0,44.0,1569.0,1,0,0,0
38.71692,-9.13336,5,151.0,3,20,8,60,82,15,0,4.93,4.85,3,1.58,1.0,0,1,1,0,1559.0,37.0,2878.0,1,0,0,0
38.7329,-9.13695,2,78.0,1,1124,6,334,70,30,2,4.46,4.23,13,1.35,2.0,1,1,1,1,1554.0,18.0,1561.0,0,0,1,0
38.71376,-9.14468,4,70.0,1,1125,0,0,36,0,0,4.34,4.86,292,0.7,1.0,1,1,0,0,1538.0,738.0,3613.0,1,0,0,0
38.73549,-9.15652,10,199.0,3,1110,11,336,26,3,0,4.69,4.82,40,0.5,2.0,0,1,0,1,1544.0,197.0,2900.0,1,0,0,0
38.73157,-9.13515,3,91.0,1,1125,9,329,69,33,1,4.57,4.59,13,1.34,2.0,1,1,0,1,1542.0,26.0,1561.0,0,0,1,0
38.71573,-9.15239,4,54.0,1,1125,6,301,2,0,0,4.0,5.0,292,0.04,1.0,0,1,0,0,1483.0,1465.0,3613.0,1,0,0,0
38.7247,-9.16604,4,91.0,7,1125,0,108,28,9,0,4.82,4.32,11,0.55,1.0,0,1,1,0,1539.0,54.0,2933.0,1,0,0,0
38.71182,-9.42382,4,160.0,3,90,0,71,23,4,0,5.0,4.52,1,0.45,1.0,1,1,0,1,1534.0,80.0,3495.0,1,0,0,0
38.77736,-9.11731,3,85.0,1,1100,6,62,273,107,13,4.9,4.82,2,5.61,1.0,0,1,0,0,1459.0,6.0,1695.0,1,0,0,0
38.96329,-9.4171,6,219.0,1,1125,17,352,27,10,1,4.48,4.96,292,0.54,1.5,0,1,0,0,1504.0,24.0,3613.0,1,0,0,0
38.79123,-9.17495,6,80.0,2,365,3,312,44,4,3,4.77,4.49,3,0.87,1.0,0,1,1,1,1525.0,11.0,3402.0,1,0,0,0
38.98187,-9.4138,6,150.0,4,120,0,100,8,1,0,4.75,4.75,2,0.16,1.0,0,1,1,1,1517.0,34.0,1673.0,1,0,0,0
38.70755,-9.14747,2,70.0,1,365,1,69,15,5,0,4.27,4.93,6,0.3,1.0,0,1,1,1,1509.0,63.0,1760.0,0,0,1,0
38.99706,-9.41322,6,120.0,7,60,12,248,28,9,0,4.79,4.86,1,0.56,2.0,0,1,1,1,1502.0,42.0,1575.0,1,0,0,0
38.72071,-9.15418,4,189.0,2,1125,14,349,61,17,0,4.7,4.84,1,1.17,1.5,0,1,0,0,1558.0,39.0,1575.0,1,0,0,0
38.71364,-9.13801,6,183.0,3,300,8,321,107,12,2,4.68,4.92,1,2.07,1.0,1,1,1,1,1547.0,15.0,1560.0,1,0,0,0
38.969,-9.41289,5,153.0,4,60,30,49,27,3,1,5.0,4.85,1,0.53,2.0,0,1,1,0,1527.0,7.0,2166.0,1,0,0,0
38.69752,-9.29174,4,125.0,3,90,0,0,5,2,0,4.4,4.8,1,0.1,2.5,0,1,0,1,1520.0,66.0,1560.0,1,0,0,0
38.71265,-9.12862,4,79.0,3,60,3,331,13,4,2,4.77,4.92,37,0.26,1.0,0,1,0,0,1520.0,23.0,1885.0,1,0,0,0
38.71767,-9.13115,2,39.0,1,1125,0,0,241,69,1,4.75,4.85,4,4.66,1.0,0,1,0,1,1551.0,24.0,2716.0,0,0,1,0
38.70632,-9.4289,2,70.0,2,1125,0,225,25,0,0,4.83,4.67,2,0.49,1.0,1,1,0,0,1521.0,965.0,3090.0,1,0,0,0
38.71668,-9.13342,4,115.0,2,1125,4,331,181,56,7,4.24,4.6,27,3.49,1.0,0,1,0,1,1556.0,4.0,2302.0,1,0,0,0
38.72199,-9.12569,2,132.0,4,365,5,270,121,24,3,4.89,4.68,1,2.34,1.0,1,1,0,0,1548.0,6.0,1570.0,1,0,0,0
38.70836,-9.40652,2,80.0,3,90,4,285,36,14,2,4.94,4.78,1,0.81,1.0,1,1,1,1,1338.0,18.0,2475.0,1,0,0,0
38.71091,-9.12955,4,112.0,1,1125,8,331,191,42,6,4.5,4.8,2,3.68,1.0,0,0,0,1,1555.0,15.0,1713.0,1,0,0,0
38.72122,-9.12447,2,135.0,2,1125,2,331,49,19,6,4.69,4.35,13,0.95,1.0,1,1,1,0,1548.0,8.0,2532.0,1,0,0,0
38.71957,-9.14222,4,187.0,2,1125,4,326,105,30,0,4.69,4.76,1,2.01,1.0,1,0,1,0,1566.0,32.0,1967.0,1,0,0,0
38.71551,-9.13782,3,212.0,1,28,12,337,114,28,3,4.75,4.68,53,2.19,1.0,0,1,1,1,1563.0,6.0,1424.0,1,0,0,0
38.72439,-9.13621,3,107.0,1,1125,0,318,23,11,0,4.22,4.13,35,0.46,1.0,0,1,0,1,1507.0,34.0,1870.0,1,0,0,0
38.74432,-9.13676,8,100.0,3,120,0,13,35,19,3,4.8,4.71,1,0.68,3.0,0,1,0,0,1534.0,11.0,1567.0,1,0,0,0
38.7205,-9.15092,4,201.0,1,1125,0,267,40,2,0,4.69,4.82,292,0.78,2.0,1,1,0,0,1546.0,31.0,3613.0,1,0,0,0
38.71654,-9.13278,4,125.0,7,1125,1,305,42,23,5,4.93,4.82,5,1.0,1.0,1,1,0,1,1265.0,4.0,2217.0,1,0,0,0
38.71551,-9.13782,3,212.0,1,28,19,354,125,21,3,4.82,4.76,53,2.41,1.0,0,1,1,1,1556.0,6.0,1424.0,1,0,0,0
38.72031,-9.14324,3,95.0,3,60,9,330,25,7,1,4.4,4.8,37,0.5,1.0,1,1,0,0,1499.0,18.0,1885.0,1,0,0,0
38.71642,-9.1196,2,105.0,1,1125,1,266,32,14,2,4.58,4.65,25,0.62,1.0,0,1,0,0,1552.0,4.0,2314.0,1,0,0,0
38.75492,-9.44581,4,200.0,2,30,1,62,134,41,2,4.91,4.88,1,2.62,2.5,0,1,0,1,1533.0,15.0,1559.0,1,0,0,0
38.71494,-9.13538,4,151.0,4,90,8,231,114,44,3,4.74,4.76,1,2.23,1.0,0,1,0,1,1530.0,11.0,2528.0,1,0,0,0
38.72618,-9.14752,3,120.0,5,180,3,306,31,9,4,4.77,4.87,24,0.61,1.0,1,1,0,1,1527.0,2.0,2805.0,1,0,0,0
38.71202,-9.12835,3,97.0,2,1124,0,299,211,65,5,4.98,4.94,1,4.08,1.0,1,1,1,1,1551.0,8.0,2692.0,1,0,0,0
38.7051,-9.19914,2,45.0,2,15,0,267,27,11,3,4.74,4.63,3,0.52,1.0,1,1,0,0,1551.0,16.0,2327.0,1,0,0,0
38.72841,-9.14091,6,128.0,2,1125,0,56,27,5,1,4.93,4.74,4,0.54,2.0,1,1,1,0,1512.0,23.0,2579.0,1,0,0,0
38.70775,-9.44231,2,92.0,2,60,9,291,9,0,0,5.0,4.78,4,0.18,1.0,1,1,1,1,1519.0,469.0,1580.0,0,0,1,0
38.72695,-9.14678,2,123.0,1,1125,11,171,36,24,1,4.72,4.72,21,0.73,1.0,1,1,0,1,1487.0,20.0,3503.0,0,0,1,0
38.72828,-9.14517,2,133.0,1,1125,17,183,76,55,3,4.59,4.66,21,1.5,1.0,1,1,0,1,1522.0,18.0,3503.0,0,0,1,0
38.71158,-9.14459,2,104.0,2,1125,0,259,247,87,10,4.92,4.98,2,4.93,1.0,1,1,1,1,1501.0,4.0,1573.0,1,0,0,0
38.72649,-9.14503,4,200.0,1,1125,10,166,2,2,0,4.5,4.0,21,0.19,2.0,1,1,0,1,319.0,69.0,3503.0,0,0,1,0
38.732,-9.14573,4,189.0,2,60,18,276,21,1,0,4.62,4.81,1,0.41,1.0,0,1,1,1,1526.0,39.0,1559.0,1,0,0,0
38.72497,-9.16779,6,117.0,7,1125,0,192,42,11,0,4.9,4.36,11,0.85,2.0,0,1,0,0,1486.0,34.0,2933.0,1,0,0,0
38.71894,-9.43328,6,165.0,2,30,25,93,5,2,0,4.6,4.6,26,0.12,2.0,0,1,0,1,1245.0,56.0,2103.0,1,0,0,0
38.70057,-9.20528,4,85.0,2,1125,19,354,38,17,1,4.76,4.82,3,0.73,1.0,1,1,1,1,1552.0,25.0,1958.0,1,0,0,0
38.786,-9.31515,4,85.0,3,31,19,163,21,6,2,4.43,4.24,1,0.42,1.0,0,0,0,0,1516.0,22.0,2829.0,1,0,0,0
38.7131,-9.14257,4,138.0,1,1125,3,125,168,53,3,4.68,4.94,4,3.25,1.0,0,1,1,1,1549.0,19.0,2152.0,1,0,0,0
38.72791,-9.16174,6,203.0,3,1125,10,317,87,21,1,4.76,4.48,3,1.69,1.0,0,1,0,0,1546.0,12.0,1687.0,1,0,0,0
38.71258,-9.13158,2,105.0,1,1125,5,316,356,110,3,4.83,4.94,1,6.89,1.0,1,0,0,1,1548.0,16.0,1559.0,1,0,0,0
38.81623,-9.38493,2,66.0,2,1125,8,333,149,35,5,4.58,4.48,4,2.88,1.0,0,0,0,1,1550.0,16.0,3242.0,1,0,0,0
38.7406,-9.12984,4,84.0,2,15,2,190,31,23,2,4.81,4.87,11,0.61,1.0,0,1,0,0,1518.0,7.0,2567.0,1,0,0,0
38.73068,-9.13288,2,28.0,1,1125,1,286,153,47,2,4.54,4.62,14,2.97,2.0,0,1,0,0,1547.0,9.0,1561.0,0,0,1,0
38.72176,-9.13555,5,200.0,7,1120,0,12,3,0,0,5.0,5.0,1,0.06,2.5,1,1,1,1,1523.0,1119.0,1572.0,1,0,0,0
38.70799,-9.39884,2,87.0,5,1125,3,229,38,11,0,4.92,4.97,5,0.86,1.0,1,1,1,0,1322.0,43.0,1690.0,1,0,0,0
38.7304,-9.13466,2,27.0,1,1125,1,297,63,22,0,4.43,4.65,14,1.22,2.0,0,1,0,0,1547.0,31.0,1561.0,0,0,1,0
38.73264,-9.13335,2,23.0,1,1125,0,268,33,15,2,4.36,4.64,14,0.64,2.0,0,1,0,0,1550.0,14.0,1561.0,0,0,1,0
38.77928,-9.16465,1,30.0,14,1125,11,346,7,0,0,5.0,5.0,1,0.15,1.0,0,1,1,1,1445.0,858.0,2226.0,0,0,1,0
38.82343,-9.44022,2,38.0,2,60,12,347,60,8,0,4.87,4.73,13,1.16,2.5,0,0,0,0,1552.0,65.0,1569.0,0,0,1,0
38.7322,-9.13451,3,30.0,1,1125,0,0,43,0,0,4.6,4.58,14,0.83,2.0,0,1,0,0,1552.0,919.0,1561.0,0,0,1,0
39.265484,-9.33309,5,74.0,3,1125,11,91,37,16,4,4.76,4.92,1,0.78,1.0,0,1,1,0,1424.0,5.0,1991.0,1,0,0,0
38.71882,-9.13306,2,41.0,1,1125,0,0,231,63,1,4.75,4.84,4,4.46,1.0,0,1,0,1,1554.0,7.0,2716.0,0,0,1,0
38.71874,-9.1332,2,37.0,1,1125,0,0,274,73,0,4.72,4.83,4,5.29,1.0,0,1,0,1,1554.0,40.0,2716.0,0,0,1,0
38.73582,-9.15096,6,185.0,3,1125,0,0,17,7,3,4.94,4.88,1,0.33,2.0,1,1,1,1,1543.0,18.0,2531.0,1,0,0,0
38.73055,-9.13428,2,24.0,1,1125,1,305,99,28,2,4.41,4.36,14,1.92,2.0,0,1,0,0,1549.0,20.0,1561.0,0,0,1,0
38.7122,-9.12787,2,40.0,2,1124,3,319,178,75,4,4.73,4.84,3,3.46,1.5,0,1,0,1,1543.0,9.0,3758.0,0,0,1,0
38.71935,-9.12728,9,198.0,3,1125,5,275,58,14,2,4.79,4.91,1,1.12,2.0,0,1,1,1,1546.0,4.0,2626.0,1,0,0,0
38.69486,-9.35765,2,56.0,2,365,12,347,6,6,1,4.67,4.33,18,1.49,1.0,0,1,0,0,121.0,29.0,1951.0,0,0,1,0
38.69812,-9.42137,5,70.0,2,90,2,233,2,0,0,3.5,5.0,2,0.06,1.0,0,1,0,0,996.0,986.0,1571.0,1,0,0,0
38.71846,-9.13723,3,133.0,2,31,12,162,45,13,1,4.67,4.64,2,0.87,1.0,0,1,0,1,1548.0,28.0,1564.0,1,0,0,0
38.71389,-9.12909,2,40.0,2,1124,5,315,130,44,3,4.86,4.88,3,2.53,1.5,0,1,0,1,1543.0,13.0,3758.0,0,0,1,0
38.71668,-9.12179,3,66.0,2,15,1,121,176,42,5,4.91,4.82,1,3.39,1.0,0,1,0,1,1556.0,2.0,1564.0,1,0,0,0
38.70905,-9.13733,4,132.0,2,1125,5,295,212,55,4,4.57,4.85,11,4.11,1.0,0,1,1,0,1545.0,16.0,3636.0,1,0,0,0
38.73264,-9.13459,6,90.0,1,1125,0,0,3,0,0,3.67,4.0,14,0.06,2.0,0,1,0,0,1525.0,1351.0,1561.0,0,0,1,0
39.13192,-9.38049,6,72.0,5,28,29,340,11,2,0,4.9,5.0,1,0.22,1.0,0,1,0,0,1508.0,43.0,1558.0,1,0,0,0
38.71904,-9.15849,1,63.0,3,365,1,1,64,25,3,4.89,4.92,2,1.24,1.0,0,1,0,1,1545.0,14.0,2354.0,1,0,0,0
38.70512,-9.18509,4,64.0,2,45,5,303,39,11,1,4.95,4.64,1,0.76,1.0,1,1,1,1,1544.0,24.0,1960.0,1,0,0,0
39.03982,-8.96561,4,107.0,2,28,14,346,10,6,0,5.0,4.6,1,0.2,1.0,0,1,1,0,1529.0,51.0,1557.0,1,0,0,0
38.70884,-9.13609,6,58.0,2,100,0,0,71,4,0,4.56,4.91,18,1.38,2.0,0,1,0,1,1538.0,32.0,2860.0,1,0,0,0
38.72372,-9.38068,2,55.0,3,1125,13,348,18,0,0,4.67,4.39,4,0.35,1.0,0,1,0,0,1553.0,1107.0,2002.0,1,0,0,0
38.70481,-9.40844,4,132.0,4,30,10,156,26,10,3,4.96,5.0,1,0.51,1.0,0,1,0,0,1541.0,4.0,1563.0,1,0,0,0
38.71079,-9.15104,4,160.0,2,1125,0,0,4,0,0,3.75,4.5,13,0.08,2.0,0,1,0,1,1531.0,984.0,3152.0,1,0,0,0
38.69807,-9.42705,4,220.0,4,31,20,96,2,1,0,4.0,5.0,26,0.05,1.0,1,1,0,1,1173.0,312.0,2103.0,1,0,0,0
