latitude,longitude,accommodates,price,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_location,calculated_host_listings_count,reviews_per_month,bathrooms,Air conditioning,TV,Extra pillows and blankets,Heating,time_since_first_review,time_since_last_review,host_days_active,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
38.96182,-9.41708,4,37.0,1,365,30,94,2,0,0,5.0,5.0,7,0.05,1.0,0,0,0,0,1132.0,921.0,2500.0,0,0,0,1
38.76209,-9.10109,4,171.0,2,1125,6,301,56,3,1,4.93,4.66,1,0.69,1.0,1,1,0,0,2447.0,2.0,3074.0,1,0,0,0
38.79168,-9.09849,3,162.0,1,1125,24,189,24,4,0,4.5,4.75,21,0.29,1.0,0,1,0,1,2449.0,313.0,3503.0,1,0,0,0
38.96065,-9.41752,4,89.0,3,25,9,83,17,4,1,5.0,5.0,2,0.23,1.0,0,1,0,1,2220.0,5.0,2849.0,1,0,0,0
38.72301,-9.14457,6,159.0,2,1125,4,260,34,5,1,4.91,4.82,1,0.42,2.0,1,1,1,1,2444.0,2.0,2533.0,1,0,0,0
38.8228,-9.43355,1,29.0,1,1125,6,336,201,38,4,4.72,4.74,5,2.44,2.0,0,0,1,1,2468.0,23.0,2514.0,0,0,1,0
38.96318,-9.41681,2,104.0,1,365,7,67,7,1,0,4.67,5.0,7,0.09,1.0,0,0,1,0,2256.0,41.0,2500.0,0,0,1,0
38.70993,-9.13247,5,90.0,1,1125,2,91,418,4,4,4.82,4.94,1,5.07,1.0,0,1,0,1,2472.0,2.0,2495.0,1,0,0,0
38.69938,-9.42407,2,133.0,1,1125,0,250,44,11,0,4.57,4.86,37,0.57,1.0,1,1,0,1,2297.0,38.0,4113.0,1,0,0,0
38.72302,-9.13288,2,70.0,2,30,1,312,209,46,5,4.8,4.61,15,2.68,1.0,0,1,0,1,2338.0,5.0,2115.0,1,0,0,0
38.71302,-9.13592,4,96.0,3,500,1,239,14,10,0,4.79,4.86,2,0.31,1.0,0,1,1,1,1349.0,73.0,2926.0,1,0,0,0
38.71175,-9.12916,2,96.0,2,1125,1,128,554,90,9,4.94,4.93,5,6.66,1.0,0,1,0,0,2494.0,3.0,2694.0,1,0,0,0
38.96263,-9.41743,6,35.0,1,365,1,65,2,0,0,5.0,5.0,7,0.05,1.0,0,0,0,0,1193.0,406.0,2500.0,0,0,0,1
38.70537,-9.16431,4,63.0,3,1125,3,291,104,9,2,4.83,4.76,1,1.31,1.0,0,1,0,0,2372.0,9.0,2669.0,1,0,0,0
38.71546,-9.13895,2,92.0,2,1125,19,354,13,12,1,4.38,4.62,7,0.31,1.0,0,1,0,1,1269.0,17.0,2528.0,1,0,0,0
38.69859,-9.43792,4,164.0,1,1125,18,335,15,7,1,4.8,4.93,37,0.28,1.5,0,1,0,1,1622.0,18.0,4113.0,1,0,0,0
38.70952,-9.12845,2,168.0,2,1125,9,327,360,46,2,4.75,4.9,11,4.35,1.0,0,1,1,0,2479.0,20.0,3636.0,1,0,0,0
38.71107,-9.12891,3,111.0,1,1125,10,179,10,5,1,4.5,5.0,7,0.16,1.0,1,1,0,0,1891.0,29.0,3286.0,1,0,0,0
38.71733,-9.14644,4,85.0,3,1125,1,251,115,35,2,4.86,4.97,3,1.53,1.0,1,1,1,1,2258.0,25.0,2463.0,1,0,0,0
38.72856,-9.14353,5,144.0,1,1125,5,67,9,6,0,4.78,4.56,7,0.14,2.0,1,1,0,0,1922.0,38.0,3286.0,1,0,0,0
38.75884,-9.16751,4,120.0,7,200,2,36,89,10,2,4.8,4.83,1,1.15,2.0,0,0,1,1,2318.0,18.0,2493.0,1,0,0,0
38.9612,-9.41724,4,37.0,1,365,30,94,3,1,1,4.0,4.67,7,0.06,1.0,0,0,0,0,1481.0,29.0,2500.0,0,0,0,1
38.76559,-9.18162,4,69.0,7,90,4,38,52,9,1,4.6,4.46,3,0.64,1.0,0,1,1,0,2440.0,5.0,2312.0,1,0,0,0
38.79846,-9.42542,4,60.0,5,30,0,196,74,13,0,4.82,4.85,1,0.95,1.0,1,1,1,1,2328.0,33.0,2493.0,1,0,0,0
38.71678,-9.13959,6,75.0,3,90,6,276,10,3,1,4.33,4.11,4,0.13,1.0,1,1,0,0,2328.0,10.0,3659.0,1,0,0,0
38.71682,-9.14967,4,163.0,2,1125,3,3,85,16,4,4.94,4.95,1,1.08,1.0,0,1,1,1,2356.0,14.0,2875.0,1,0,0,0
38.71314,-9.12822,2,67.0,2,1125,4,318,17,17,2,4.59,4.94,2,2.52,1.0,1,0,0,1,201.0,10.0,3619.0,1,0,0,0
38.71277,-9.14604,4,50.0,2,1125,1,129,22,12,0,4.22,4.82,1,0.27,1.0,0,1,0,0,2479.0,47.0,2816.0,1,0,0,0
38.70861,-9.15593,4,55.0,7,1125,0,0,124,3,0,4.8,4.82,2,1.56,1.0,0,1,1,1,2389.0,320.0,3509.0,1,0,0,0
38.71216,-9.14378,2,57.0,4,28,4,21,55,42,0,4.76,4.93,13,0.71,1.0,0,1,0,1,2336.0,37.0,2681.0,1,0,0,0
38.70865,-9.14659,7,117.0,2,1125,3,212,146,14,1,4.69,4.83,3,1.79,2.0,1,1,1,0,2446.0,13.0,2461.0,1,0,0,0
38.71201,-9.12761,4,71.0,3,1125,2,78,28,11,3,4.18,4.82,7,0.35,1.5,0,1,0,1,2401.0,10.0,2491.0,1,0,0,0
38.711872,-9.127408,2,65.0,3,1125,3,316,51,20,2,4.34,4.64,7,0.63,1.0,0,1,0,1,2442.0,11.0,2491.0,1,0,0,0
38.71201,-9.12761,4,95.0,3,1125,6,324,16,0,0,4.13,4.53,7,0.2,2.0,0,1,0,1,2446.0,1226.0,2491.0,1,0,0,0
38.71646,-9.13678,4,191.0,4,45,0,193,355,55,6,4.92,4.89,13,4.39,1.0,0,1,0,1,2423.0,4.0,3766.0,1,0,0,0
38.71244,-9.12548,4,94.0,4,1125,1,67,220,37,4,4.74,4.89,8,2.7,1.0,0,1,1,1,2448.0,10.0,4103.0,1,0,0,0
38.96176,-9.41757,2,84.0,1,365,16,73,5,0,0,4.2,4.2,7,0.06,1.0,0,0,0,0,2447.0,1915.0,2500.0,0,0,1,0
38.71079,-9.14995,7,110.0,3,180,4,322,239,60,3,4.63,4.85,21,2.94,1.0,0,1,0,0,2438.0,6.0,4035.0,1,0,0,0
38.69898,-9.19443,6,89.0,1,60,5,96,44,13,1,4.62,4.76,1,0.56,1.0,0,1,0,0,2343.0,16.0,2475.0,1,0,0,0
38.72206,-9.14515,4,82.0,2,1125,0,305,317,9,3,4.87,4.8,1,4.05,1.0,0,1,1,0,2345.0,3.0,2491.0,1,0,0,0
38.75935,-9.13978,4,86.0,1,30,0,255,31,0,0,4.13,4.48,22,0.39,1.0,0,1,1,0,2368.0,630.0,2460.0,1,0,0,0
38.711479,-9.129996,4,105.0,4,7,2,271,16,16,6,4.88,4.94,1,3.93,1.0,0,1,1,0,121.0,2.0,2804.0,1,0,0,0
39.17489,-9.35427,4,55.0,5,1125,1,319,4,1,1,4.75,4.75,1,0.08,1.0,0,1,0,0,1506.0,25.0,2475.0,1,0,0,0
38.75452,-9.13837,6,75.0,1,30,0,0,50,0,0,4.49,4.82,22,0.63,1.0,1,1,0,1,2368.0,624.0,2460.0,1,0,0,0
38.71506,-9.12793,6,120.0,2,1125,9,63,126,13,1,4.38,4.74,11,1.55,1.0,0,1,1,1,2430.0,13.0,3762.0,1,0,0,0
38.71558,-9.13383,3,63.0,2,1000,1,136,45,0,0,4.6,4.95,8,0.55,1.0,0,0,0,0,2441.0,1075.0,2945.0,0,0,1,0
38.71027,-9.14734,3,124.0,2,45,1,315,395,80,8,4.94,4.97,24,4.8,1.0,1,1,0,1,2467.0,2.0,3603.0,1,0,0,0
38.71412,-9.13022,2,130.0,3,1125,2,219,195,18,1,4.81,4.9,3,2.39,1.0,0,1,0,1,2444.0,15.0,3484.0,1,0,0,0
38.71247,-9.14548,3,106.0,2,30,4,297,392,77,6,4.96,4.96,24,4.83,1.0,1,1,0,1,2436.0,3.0,3603.0,1,0,0,0
38.79741,-9.39012,4,79.0,2,270,9,318,58,13,1,4.88,4.98,2,0.74,1.0,0,1,1,0,2349.0,31.0,2438.0,1,0,0,0
38.72042,-9.12834,4,169.0,3,30,7,305,69,15,0,4.91,4.54,4,0.86,1.0,1,1,1,1,2407.0,35.0,2771.0,1,0,0,0
38.71534,-9.12937,4,49.0,4,1125,0,245,173,7,0,4.16,4.64,1,2.11,1.0,0,1,0,1,2463.0,307.0,2726.0,1,0,0,0
38.71405,-9.14186,3,128.0,3,360,6,331,62,12,3,4.84,4.98,16,0.79,1.0,0,0,0,1,2359.0,16.0,4060.0,1,0,0,0
38.71574,-9.13923,2,70.0,2,1125,3,325,27,21,3,4.59,4.81,7,0.34,1.0,0,1,0,0,2394.0,15.0,2528.0,1,0,0,0
38.71166,-9.12727,8,192.0,2,1125,8,321,248,41,1,4.93,4.88,19,3.18,1.0,0,1,0,1,2338.0,27.0,3203.0,1,0,0,0
38.70496,-9.19864,2,82.0,4,60,12,12,67,14,2,4.55,4.52,1,0.84,1.0,0,0,0,1,2383.0,3.0,2437.0,1,0,0,0
38.96238,-9.41761,5,99.0,6,1125,24,327,4,3,1,5.0,5.0,1,0.31,2.0,0,1,1,0,382.0,10.0,2437.0,1,0,0,0
38.69644,-9.42355,4,135.0,2,1125,0,124,44,13,2,4.49,4.88,2,0.55,1.0,0,1,0,0,2414.0,14.0,4388.0,1,0,0,0
38.71175,-9.12852,2,44.0,3,7,0,0,91,16,0,4.68,4.88,3,1.12,1.0,1,1,0,0,2447.0,45.0,2473.0,1,0,0,0
38.71608,-9.13759,4,89.0,3,360,3,315,169,38,2,4.85,4.86,3,2.15,1.0,1,1,1,0,2357.0,14.0,3275.0,1,0,0,0
38.71559,-9.15015,5,190.0,2,180,6,160,237,17,2,4.86,4.91,26,2.96,1.0,1,1,0,1,2403.0,15.0,3323.0,1,0,0,0
38.72531,-9.13265,9,219.0,2,360,1,266,97,17,1,4.87,4.64,16,1.23,3.0,1,1,0,1,2359.0,20.0,4060.0,1,0,0,0
38.71398,-9.1396,4,76.0,1,1125,1,143,391,48,3,4.55,4.82,12,4.85,1.0,0,1,0,0,2418.0,18.0,2985.0,1,0,0,0
38.69848,-9.42271,2,152.0,1,1125,3,165,45,4,0,4.8,4.98,37,0.58,1.0,1,1,0,1,2308.0,69.0,4113.0,1,0,0,0
38.77466,-9.09788,4,202.0,1,1125,16,179,33,15,0,4.33,4.48,21,0.4,1.0,1,1,0,1,2469.0,55.0,3503.0,1,0,0,0
38.71485,-9.15226,5,140.0,3,30,5,28,253,38,3,4.89,4.85,3,3.14,1.0,0,1,0,1,2418.0,14.0,3223.0,1,0,0,0
38.709892,-9.136024,4,200.0,2,365,3,267,43,43,3,4.93,4.98,1,4.31,1.0,0,1,1,0,298.0,12.0,2558.0,1,0,0,0
38.69692,-9.19074,5,95.0,7,120,19,340,141,0,0,4.75,4.76,1,1.76,1.0,1,1,0,1,2405.0,770.0,2530.0,1,0,0,0
38.72316,-9.14522,2,70.0,1,28,18,353,5,2,0,4.6,4.8,7,0.07,2.0,0,0,1,0,2168.0,31.0,2484.0,0,0,1,0
38.70841,-9.12953,4,85.0,2,30,5,264,35,17,0,4.63,4.97,9,0.47,1.0,0,1,0,1,2248.0,34.0,4110.0,1,0,0,0
38.71647,-9.15113,2,110.0,3,15,3,195,24,0,0,4.91,4.87,1,0.32,1.5,0,1,1,1,2283.0,986.0,2473.0,1,0,0,0
38.72042,-9.16019,1,48.0,20,32,2,2,59,3,1,4.68,4.69,16,0.78,1.0,0,0,0,1,2273.0,13.0,2452.0,0,0,1,0
38.71248,-9.12885,4,90.0,14,1125,0,328,2,1,1,5.0,5.0,2,0.11,1.0,0,1,0,1,548.0,30.0,2551.0,1,0,0,0
38.98984327302183,-9.404963526265703,2,30.0,2,30,12,153,47,0,0,4.63,4.7,3,0.62,2.0,0,1,1,1,2262.0,729.0,2470.0,0,0,1,0
38.69896,-9.42273,9,150.0,5,1125,2,161,148,27,2,4.86,4.9,1,1.89,3.5,0,1,1,0,2349.0,11.0,2470.0,1,0,0,0
38.72261,-9.15507,1,64.0,120,135,0,92,101,1,0,4.77,4.77,16,1.33,1.0,0,1,0,1,2282.0,291.0,2452.0,0,0,1,0
38.71553,-9.13892,2,65.0,2,1125,6,333,29,20,2,4.52,4.48,7,0.37,1.0,0,1,0,1,2376.0,15.0,2528.0,1,0,0,0
38.72414,-9.1529,1,64.0,21,30,0,0,115,3,0,4.61,4.63,16,1.46,1.0,0,0,0,1,2363.0,41.0,2452.0,0,0,1,0
38.76497,-9.26427,4,58.0,3,1125,14,349,12,4,0,4.09,4.27,1,0.29,1.0,0,1,1,1,1255.0,137.0,2469.0,1,0,0,0
38.71057,-9.12821,8,100.0,2,1125,7,48,183,22,2,4.75,4.92,3,2.28,1.0,0,1,0,1,2403.0,24.0,2451.0,1,0,0,0
38.72004,-9.13007,2,118.0,3,1125,1,310,16,7,1,4.69,4.63,7,0.2,1.5,1,1,1,1,2363.0,19.0,2885.0,1,0,0,0
38.71016,-9.14934,4,84.0,3,1125,3,244,169,15,1,4.85,4.92,5,2.07,1.0,1,1,1,1,2445.0,16.0,2773.0,1,0,0,0
38.98991198971844,-9.40493877632084,4,30.0,3,30,21,171,27,0,0,4.59,4.7,3,0.35,2.0,1,1,1,1,2312.0,663.0,2470.0,0,0,1,0
38.70958,-9.14886,6,74.0,2,45,1,243,164,50,7,4.79,4.8,1,2.15,1.0,0,1,1,1,2291.0,5.0,2432.0,1,0,0,0
38.72014,-9.12784,7,120.0,4,45,13,342,100,9,2,4.93,4.68,1,1.27,1.0,0,1,0,0,2370.0,1.0,2746.0,1,0,0,0
38.71757,-9.15498,4,114.0,3,120,0,325,133,9,2,4.65,4.64,1,1.65,1.0,0,1,0,1,2422.0,11.0,2447.0,1,0,0,0
38.72325,-9.14557,2,70.0,2,28,19,354,8,3,2,3.86,4.29,7,0.11,2.0,0,0,0,0,2261.0,15.0,2484.0,0,0,1,0
38.80038,-9.43132,2,150.0,6,30,5,326,26,0,0,4.85,4.85,2,0.35,1.0,0,1,1,1,2251.0,740.0,2682.0,1,0,0,0
38.99743,-9.40475,5,189.0,1,1125,2,14,6,0,0,5.0,4.6,8,0.08,1.5,0,0,0,1,2267.0,545.0,2446.0,0,0,1,0
38.71289,-9.12815,4,78.0,2,20,2,31,262,4,3,4.42,4.85,2,3.26,1.0,0,1,0,1,2411.0,25.0,2466.0,1,0,0,0
38.71341,-9.12738,2,41.0,2,1125,3,33,287,32,3,4.38,4.85,2,3.52,1.0,0,1,0,0,2447.0,18.0,2466.0,1,0,0,0
38.71682,-9.13925,3,60.0,2,90,1,133,17,0,0,4.65,4.44,4,0.21,1.0,0,1,0,0,2403.0,1235.0,3659.0,1,0,0,0
38.71393,-9.14684,7,219.0,2,180,12,168,225,15,2,4.6,4.85,26,2.78,1.0,0,1,0,1,2430.0,8.0,3323.0,1,0,0,0
38.71033,-9.13652,4,200.0,2,1125,0,317,3,1,0,3.67,3.67,4,0.05,1.0,1,1,0,1,1954.0,315.0,2486.0,1,0,0,0
38.69447,-9.3728,6,122.0,1,1125,12,81,20,7,1,4.58,4.47,34,0.26,2.0,0,1,0,1,2330.0,26.0,3508.0,1,0,0,0
38.80457,-9.35558,2,64.0,1,15,24,84,66,13,2,4.82,4.45,1,0.89,1.0,0,1,0,0,2228.0,18.0,2578.0,0,0,1,0
38.71359,-9.13038,3,79.0,2,1125,1,276,110,16,0,4.67,4.86,1,1.35,1.0,0,1,1,0,2450.0,54.0,2464.0,1,0,0,0
38.74728,-9.13261,2,89.0,3,1125,5,317,178,25,5,4.81,4.54,4,2.26,1.0,0,1,1,0,2361.0,2.0,3435.0,1,0,0,0
38.68796,-9.30922,3,95.0,3,35,9,61,111,13,2,4.75,4.66,2,1.41,1.0,0,1,1,0,2366.0,13.0,2445.0,1,0,0,0
38.709549,-9.12963,6,128.0,3,1125,2,169,54,16,2,4.98,4.9,1,0.7,2.0,0,1,0,1,2298.0,8.0,2445.0,1,0,0,0
38.71375,-9.14261,4,76.0,2,1125,7,151,96,4,0,4.46,4.9,3,1.18,1.0,0,0,1,0,2430.0,70.0,2535.0,1,0,0,0
38.71118,-9.13788,5,127.0,2,180,2,284,16,6,0,4.69,5.0,3,0.24,1.0,1,1,1,1,2037.0,78.0,2651.0,1,0,0,0
38.70894,-9.15307,3,104.0,3,30,4,137,211,30,1,4.83,4.9,1,2.68,1.0,1,1,1,1,2362.0,25.0,3378.0,1,0,0,0
38.71447,-9.12429,6,86.0,2,1125,3,110,194,45,2,4.72,4.87,5,2.46,1.0,0,1,0,1,2362.0,14.0,2618.0,1,0,0,0
38.80089,-9.41308,10,185.0,7,14,0,222,3,2,0,5.0,4.67,1,0.11,4.5,1,1,0,1,785.0,74.0,2415.0,1,0,0,0
38.71377,-9.12502,4,81.0,2,1124,0,295,241,44,1,4.61,4.9,4,3.01,1.0,1,1,0,0,2402.0,6.0,2428.0,1,0,0,0
38.71629,-9.13549,6,114.0,3,45,2,292,294,43,4,4.94,4.8,1,3.68,1.0,0,1,1,0,2397.0,11.0,3173.0,1,0,0,0
38.70903,-9.14607,5,75.0,1,1125,1,268,195,32,1,4.52,4.88,23,2.46,1.0,0,0,0,1,2373.0,26.0,4007.0,1,0,0,0
38.69331,-9.3,4,57.0,4,1125,0,255,12,1,0,4.64,4.27,2,0.16,1.0,0,1,0,1,2256.0,62.0,2430.0,1,0,0,0
38.69543,-9.37228,3,93.0,2,1125,7,324,218,28,7,4.96,4.82,1,2.86,1.0,1,1,1,1,2290.0,2.0,2587.0,1,0,0,0
38.72609,-9.14459,4,104.0,2,1125,5,338,221,23,6,4.93,4.72,2,2.78,1.0,0,1,0,1,2381.0,2.0,3244.0,1,0,0,0
38.71171,-9.1458,2,70.0,2,1125,3,321,247,38,2,4.54,4.93,1,3.17,1.0,0,1,0,0,2339.0,20.0,2415.0,1,0,0,0
38.73519,-9.13388,2,52.0,1,7,12,337,259,93,8,4.61,4.76,3,3.47,2.0,0,1,1,0,2235.0,1.0,3262.0,0,0,1,0
38.71318,-9.15235,3,129.0,2,545,7,342,33,15,1,4.0,4.79,199,0.43,1.0,0,1,0,0,2327.0,28.0,3864.0,1,0,0,0
38.71489,-9.1336,1,26.0,1,1125,11,331,139,68,4,4.76,4.8,8,1.74,2.0,0,0,0,1,2397.0,1.0,3964.0,0,0,0,1
38.70915,-9.15416,6,90.0,2,30,2,239,56,15,3,4.69,4.93,11,0.74,1.0,0,1,0,0,2284.0,1.0,2567.0,1,0,0,0
38.7087,-9.13233,4,118.0,2,730,1,301,208,27,1,4.79,4.92,23,2.6,1.0,1,1,1,1,2402.0,21.0,2955.0,1,0,0,0
38.70748,-9.45824,4,180.0,2,90,10,16,34,4,1,4.68,4.79,2,0.43,1.5,1,1,0,1,2359.0,24.0,2426.0,1,0,0,0
38.71069,-9.14404,2,108.0,2,10,6,319,136,3,1,4.58,4.92,39,1.72,1.0,1,1,0,0,2373.0,10.0,3036.0,0,0,1,0
38.69674,-9.37746,3,85.0,2,1125,0,0,52,12,0,4.83,4.79,1,0.69,1.0,0,0,1,1,2254.0,80.0,2443.0,1,0,0,0
38.71097,-9.14294,2,116.0,2,10,8,324,176,18,1,4.58,4.83,39,2.2,1.0,1,1,0,0,2403.0,20.0,3036.0,0,0,1,0
38.70845,-9.13276,4,118.0,2,730,1,308,141,22,0,4.76,4.9,23,1.76,1.0,1,1,1,1,2401.0,83.0,2955.0,1,0,0,0
38.72391,-9.16711,5,150.0,5,1125,0,48,33,6,3,4.33,3.75,1,0.52,1.0,0,1,0,1,1896.0,17.0,2536.0,1,0,0,0
38.71271,-9.13766,3,70.0,2,1125,1,265,388,83,6,4.79,4.98,6,4.97,1.0,1,1,1,1,2341.0,7.0,3296.0,1,0,0,0
38.71117,-9.1444,2,105.0,2,10,10,335,115,2,1,4.58,4.85,39,1.44,1.0,1,1,0,0,2392.0,15.0,3036.0,0,0,1,0
38.71053,-9.13589,6,150.0,3,1125,0,256,17,9,3,4.25,5.0,1,0.23,2.0,0,1,0,1,2257.0,13.0,2861.0,1,0,0,0
38.76065,-9.18232,6,118.0,2,365,8,301,78,14,2,4.64,4.54,1,0.98,2.0,0,1,0,1,2398.0,17.0,2412.0,1,0,0,0
38.71429,-9.14105,2,123.0,2,90,6,137,205,27,1,4.68,4.96,2,2.58,1.0,0,1,0,1,2380.0,5.0,2426.0,1,0,0,0
38.99727,-9.40368,4,172.0,1,1125,2,14,1,0,0,5.0,4.0,8,0.01,1.0,0,0,0,1,2168.0,2168.0,2446.0,0,0,1,0
38.69618,-9.20095,4,70.0,2,1125,2,262,55,8,0,4.91,4.94,1,0.81,1.0,1,1,0,1,2044.0,143.0,2411.0,1,0,0,0
38.71987,-9.13374,2,75.0,3,29,3,126,195,23,1,4.77,4.63,1,2.43,1.0,0,0,0,1,2411.0,14.0,2443.0,1,0,0,0
38.71795,-9.12628,2,70.0,3,1125,4,330,214,19,1,4.74,4.75,1,2.71,1.0,1,1,1,1,2371.0,23.0,3200.0,1,0,0,0
38.71057,-9.13696,4,200.0,4,45,1,227,263,61,4,4.96,4.94,13,3.32,2.0,1,1,0,1,2373.0,12.0,3766.0,1,0,0,0
38.71706,-9.13455,4,62.0,3,1125,7,41,172,38,2,4.78,4.73,3,2.16,1.0,1,1,0,1,2389.0,17.0,2427.0,1,0,0,0
38.82798,-9.46695,2,60.0,3,1125,8,339,69,11,2,4.85,4.93,7,0.91,1.0,0,1,0,0,2265.0,3.0,3463.0,1,0,0,0
38.69588,-9.42347,4,175.0,3,1125,1,283,56,14,2,4.98,4.96,2,0.71,1.5,0,1,0,0,2350.0,19.0,2837.0,1,0,0,0
38.6974,-9.4251,5,143.0,5,60,11,252,43,3,1,4.86,4.93,1,0.56,2.0,0,1,1,0,2284.0,19.0,2422.0,1,0,0,0
38.71273,-9.12888,2,65.0,3,1125,3,120,211,20,2,4.86,4.9,1,2.67,1.0,0,0,0,1,2371.0,13.0,2458.0,1,0,0,0
38.96335,-9.41639,2,25.0,3,365,2,162,93,23,3,4.84,4.99,5,1.2,3.0,0,0,0,0,2320.0,4.0,3386.0,0,0,1,0
38.96335,-9.41638,2,27.0,3,365,0,211,70,23,1,4.87,5.0,5,0.89,3.0,0,0,0,1,2355.0,3.0,3386.0,0,0,1,0
38.71435,-9.15393,4,153.0,1,1125,6,288,133,34,0,4.54,4.66,292,1.68,1.0,0,1,0,0,2374.0,32.0,3613.0,1,0,0,0
38.72073,-9.14529,2,65.0,1,1125,20,355,6,3,1,3.17,4.0,7,0.11,2.0,0,0,0,0,1628.0,18.0,2484.0,0,0,1,0
38.96335,-9.41639,1,20.0,3,365,0,192,36,10,0,4.94,4.94,5,0.46,3.0,0,0,0,1,2357.0,143.0,3386.0,0,0,1,0
38.71869,-9.15962,2,61.0,3,1125,1,268,71,11,2,4.89,4.71,1,0.9,1.0,0,1,1,0,2362.0,10.0,2410.0,1,0,0,0
38.71237,-9.14418,2,83.0,3,1125,4,215,265,19,0,4.72,4.91,1,3.29,1.0,0,0,0,1,2414.0,33.0,2440.0,1,0,0,0
38.71735,-9.13784,4,80.0,3,1125,2,303,71,22,2,4.51,4.73,1,0.91,1.0,0,1,0,0,2342.0,23.0,2439.0,1,0,0,0
38.71232,-9.12936,2,60.0,3,1125,2,150,263,33,2,4.91,4.97,2,3.33,1.0,0,1,0,0,2367.0,6.0,2889.0,1,0,0,0
38.71259,-9.15124,2,95.0,3,1125,2,287,139,3,0,4.61,4.84,1,1.76,1.0,0,1,0,1,2373.0,88.0,3445.0,1,0,0,0
38.71344,-9.13897,5,170.0,1,365,8,309,163,18,1,4.63,4.96,1,2.04,1.0,1,1,1,1,2398.0,24.0,2409.0,1,0,0,0
38.74803,-9.14357,6,99.0,6,59,0,0,30,19,1,4.83,4.8,1,0.4,2.0,0,1,0,0,2247.0,15.0,2679.0,1,0,0,0
38.71215,-9.12961,4,94.0,2,60,1,300,333,50,2,4.71,4.87,1,4.17,1.0,1,1,0,0,2397.0,17.0,2859.0,1,0,0,0
38.7038,-9.20064,6,210.0,3,30,0,14,54,6,1,4.88,4.71,4,0.69,2.5,1,1,1,1,2363.0,30.0,2771.0,1,0,0,0
38.95757,-9.41093,3,56.0,4,1125,4,202,13,9,1,4.75,4.83,7,0.17,1.0,0,1,0,1,2263.0,23.0,2528.0,1,0,0,0
38.77082,-9.11157,4,72.0,5,1125,4,170,132,6,0,4.58,4.28,8,1.68,1.0,0,1,1,0,2361.0,39.0,2577.0,1,0,0,0
38.71185,-9.13043,2,60.0,3,1125,2,318,196,25,2,4.55,4.84,3,2.49,1.0,0,1,0,1,2364.0,9.0,2399.0,1,0,0,0
38.76847,-9.09658,4,180.0,3,1125,9,297,29,6,0,4.9,4.97,12,0.37,2.0,0,1,0,1,2355.0,38.0,2743.0,1,0,0,0
38.7364,-9.14426,1,56.0,1,1125,0,137,16,3,0,4.19,4.67,46,0.2,1.5,0,1,0,1,2371.0,197.0,2994.0,0,0,1,0
38.71153,-9.1376,6,174.0,3,1125,1,163,207,37,3,4.81,4.94,2,2.63,2.0,1,1,1,1,2359.0,15.0,2398.0,1,0,0,0
38.70474,-9.16595,4,65.0,2,30,0,0,30,4,0,4.77,4.47,4,0.4,1.0,1,1,0,1,2256.0,52.0,3265.0,1,0,0,0
38.7185,-9.12378,4,143.0,1,1125,6,320,52,19,0,4.24,4.06,292,0.65,1.0,0,1,0,0,2381.0,31.0,3613.0,1,0,0,0
38.72037,-9.134,4,140.0,3,30,2,336,245,35,2,4.83,4.64,3,3.07,1.0,1,1,0,1,2393.0,25.0,3223.0,1,0,0,0
38.71699,-9.13779,2,55.0,6,1125,1,248,59,4,0,4.36,4.67,6,0.75,1.0,0,1,0,0,2359.0,45.0,2942.0,1,0,0,0
38.71678,-9.13913,2,55.0,6,1125,0,107,49,4,0,4.1,4.5,6,0.62,1.0,0,1,0,1,2364.0,32.0,2942.0,1,0,0,0
38.96049,-9.41516,2,69.0,3,31,2,198,105,22,4,4.92,4.98,2,1.42,1.0,0,1,1,0,2224.0,14.0,2616.0,1,0,0,0
38.70785,-9.4093,2,34.0,2,29,5,9,25,10,3,4.38,4.54,3,0.32,1.0,0,1,0,0,2366.0,20.0,2961.0,0,0,1,0
38.71309,-9.14431,4,122.0,2,31,3,240,137,25,3,4.85,4.92,19,1.72,1.0,1,1,1,0,2391.0,13.0,2533.0,1,0,0,0
38.96963,-9.41978,6,195.0,5,1125,9,277,18,9,0,4.83,5.0,11,0.24,1.0,0,1,1,1,2235.0,91.0,3730.0,1,0,0,0
38.71177,-9.14743,4,70.0,2,1125,1,153,369,58,5,4.97,4.97,1,4.69,1.0,1,1,0,1,2359.0,11.0,2397.0,1,0,0,0
38.71246,-9.12366,12,205.0,2,1125,1,56,44,6,0,4.8,4.82,5,0.56,2.0,1,1,0,0,2349.0,37.0,2618.0,1,0,0,0
38.96898,-9.41898,4,50.0,1,365,0,273,49,29,4,4.61,4.9,15,0.64,1.0,0,1,0,0,2290.0,4.0,3004.0,1,0,0,0
38.71334,-9.14234,4,100.0,3,1125,3,290,197,15,1,4.88,4.94,7,2.5,1.0,0,1,1,1,2363.0,18.0,2991.0,1,0,0,0
38.72108,-9.14458,4,110.0,1,1125,7,342,134,0,0,4.7,4.9,1,1.77,2.0,0,1,1,1,2273.0,910.0,2730.0,1,0,0,0
38.71911,-9.1428,4,51.0,1,1124,0,115,204,7,5,4.79,4.87,3,2.61,1.0,0,1,0,1,2347.0,9.0,2830.0,1,0,0,0
