host_since,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,price,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_location,calculated_host_listings_count,reviews_per_month,bathrooms,Air conditioning,TV,Extra pillows and blankets,Heating
2011-06-30,Igreja Nova e Cheleiros,38.89156,-9.31059,Entire home/apt,6,130.0,2,180,13,33,13,4,2,2015-08-16,2022-08-21,4.15,4.38,4,0.15,2.0,0,1,1,1
2011-08-08,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.7056,-9.23021,Private room,2,68.0,2,1125,0,257,30,0,0,2017-07-03,2019-07-26,4.89,4.79,1,0.47,2.0,0,0,1,0
2011-02-23,Campolide,38.727,-9.16478,Entire home/apt,3,80.0,3,365,0,44,32,19,2,2013-06-11,2022-08-30,4.5,4.3,9,0.28,2.0,0,1,0,0
2012-06-25,Arroios,38.7162,-9.13928,Entire home/apt,2,90.0,2,1125,1,316,168,17,2,2012-08-29,2022-08-31,4.78,4.84,2,1.37,1.0,0,1,0,0
2012-05-12,Santa Maria Maior,38.71284,-9.13085,Entire home/apt,4,65.0,1,30,0,296,468,84,10,2013-01-27,2022-09-07,4.73,4.92,1,3.99,1.0,0,0,0,1
2011-07-24,Santa Maria Maior,38.71135,-9.13616,Private room,1,66.0,2,1125,6,60,92,7,2,2012-06-02,2022-08-28,4.78,4.94,15,0.73,1.0,0,1,1,0
2012-01-11,Santo Antnio,38.71665,-9.14627,Private room,2,55.0,5,1125,8,295,186,1,0,2012-03-19,2022-01-30,4.8,4.94,12,1.46,1.0,0,1,0,1
2011-08-30,Estrela,38.70498,-9.17156,Entire home/apt,4,67.0,3,180,2,251,19,8,1,2012-08-26,2022-09-01,4.26,4.47,11,0.16,1.0,1,1,1,0
2010-06-01,Misericrdia,38.70984,-9.14977,Entire home/apt,4,94.0,1,1125,4,257,147,20,2,2012-08-26,2022-09-08,4.37,4.68,7,1.2,1.0,0,1,1,1
2012-01-11,Santo Antnio,38.71724,-9.14755,Private room,2,41.0,5,180,2,83,149,0,0,2012-04-01,2021-07-15,4.61,4.94,12,1.17,1.0,0,1,1,1
2012-05-15,Avenidas Novas,38.74524,-9.14776,Entire home/apt,3,55.0,2,120,1,145,219,13,2,2012-07-29,2022-08-21,4.87,4.71,2,1.78,1.0,1,1,1,1
2012-06-28,Santa Maria Maior,38.71315,-9.12436,Entire home/apt,4,87.0,3,1125,6,333,362,57,3,2012-09-03,2022-08-29,4.8,4.92,1,2.96,1.0,0,1,0,1
2011-09-15,Misericrdia,38.70691,-9.14846,Entire home/apt,2,65.0,3,190,0,183,187,18,1,2012-05-29,2022-08-27,4.66,4.88,1,1.49,1.0,0,1,1,1
2012-05-19,Santa Maria Maior,38.71259,-9.12912,Entire home/apt,2,48.0,6,28,0,94,337,25,2,2012-06-29,2022-08-29,4.84,4.83,1,2.71,1.0,0,1,1,0
2012-01-26,So Vicente,38.71337,-9.12548,Entire home/apt,6,140.0,4,90,4,325,116,9,2,2012-09-17,2022-09-01,4.65,4.87,5,0.95,1.0,1,1,1,1
2012-06-28,Ericeira,38.9671,-9.41833,Entire home/apt,6,195.0,5,1125,13,95,39,7,1,2012-09-02,2022-09-03,4.76,4.92,11,0.32,2.0,0,1,1,1
2012-05-19,Santa Maria Maior,38.71376,-9.1364,Entire home/apt,2,84.0,3,1125,3,252,414,56,5,2012-07-17,2022-09-10,4.92,4.93,1,3.35,1.0,0,0,1,1
2012-05-23,Misericrdia,38.71095,-9.14837,Entire home/apt,4,159.0,2,180,6,170,86,32,3,2013-03-19,2022-09-02,4.7,4.91,3,0.74,1.0,0,1,0,1
2013-03-30,Santa Maria Maior,38.71255,-9.12677,Entire home/apt,3,154.0,2,7,2,313,186,49,3,2012-09-19,2022-09-09,4.6,4.87,78,1.53,0.0,0,1,1,0
2012-07-03,Carnide,38.75956,-9.19062,Entire home/apt,4,91.0,3,120,0,8,24,7,2,2012-11-08,2022-09-01,4.42,4.46,2,0.2,1.0,0,1,0,0
2012-09-20,Santa Maria Maior,38.71326,-9.13509,Entire home/apt,4,91.0,3,90,4,272,203,53,2,2012-10-01,2022-08-25,4.94,4.97,1,1.67,1.0,0,1,1,1
2011-06-21,Santa Maria Maior,38.71214,-9.12936,Entire home/apt,3,80.0,4,1125,3,220,349,21,5,2012-06-19,2022-09-09,4.74,4.87,8,2.8,1.0,0,0,0,1
2012-09-21,Misericrdia,38.7107,-9.1435,Entire home/apt,4,101.0,2,1125,0,0,192,35,3,2013-01-29,2022-09-06,4.66,4.8,1,1.64,1.0,0,1,0,1
2012-07-16,Arroios,38.73319,-9.13452,Private room,1,36.0,90,395,0,225,78,11,0,2013-03-24,2022-06-23,4.67,4.61,5,0.68,1.0,0,0,0,0
2012-05-22,So Vicente,38.72068,-9.13157,Entire home/apt,2,163.0,2,1125,0,167,591,75,8,2012-08-13,2022-09-08,4.9,4.89,3,4.81,1.0,0,1,1,0
2012-06-23,Cascais e Estoril,38.69778,-9.42152,Entire home/apt,2,157.0,5,1125,8,258,25,8,0,2013-07-18,2022-07-11,4.96,5.0,1,0.22,2.0,1,1,1,1
2012-05-15,Avenidas Novas,38.73708,-9.14621,Entire home/apt,5,55.0,3,180,0,111,251,10,0,2013-06-01,2022-05-01,4.86,4.71,2,2.22,2.0,1,1,1,1
2012-07-16,Arroios,38.73295,-9.13356,Private room,2,38.0,120,365,0,197,41,8,1,2013-08-15,2022-08-25,4.6,4.61,5,0.37,1.0,0,0,0,0
2012-05-23,So Vicente,38.7144,-9.12395,Entire home/apt,3,120.0,4,45,0,0,309,0,0,2012-07-10,2021-03-28,4.84,4.85,13,2.49,1.5,1,1,0,1
2012-05-24,So Joo das Lampas e Terrugem,38.8475,-9.45225,Entire home/apt,4,75.0,3,120,0,209,141,15,0,2014-11-23,2022-06-29,4.79,4.92,1,1.48,1.0,0,0,1,0
2012-05-29,Misericrdia,38.71176,-9.14704,Entire home/apt,2,100.0,3,1125,17,352,197,27,2,2012-09-20,2022-08-21,4.51,4.79,3,1.62,1.0,0,1,0,1
2013-05-02,Santo Antnio,38.7178,-9.15326,Entire home/apt,4,87.0,3,15,1,137,216,25,1,2013-07-20,2022-08-21,4.54,4.8,1,1.94,1.0,0,1,0,0
2012-09-26,Misericrdia,38.70783,-9.14617,Entire home/apt,6,58.0,2,30,1,273,249,43,6,2013-01-02,2022-09-11,4.79,4.91,1,2.11,1.0,0,1,0,1
2012-07-16,Arroios,38.73189,-9.1346,Private room,2,38.0,3,365,0,296,86,9,2,2013-03-03,2022-08-25,4.62,4.58,5,0.74,1.0,0,0,0,0
2012-09-30,Santa Maria Maior,38.71089,-9.13044,Entire home/apt,4,132.0,2,180,2,327,527,50,4,2012-12-08,2022-08-27,4.7,4.88,11,4.43,1.0,0,1,1,0
2012-07-09,Misericrdia,38.71322,-9.1471,Entire home/apt,3,50.0,2,730,0,75,142,0,0,2013-09-20,2021-08-29,4.65,4.77,1,1.3,1.0,0,1,1,0
2012-05-24,Santa Maria Maior,38.71066,-9.12902,Entire home/apt,3,62.0,2,1125,3,207,331,64,2,2012-09-03,2022-08-30,4.7,4.89,1,2.71,1.0,0,1,0,1
2012-07-15,Santo Antnio,38.72344,-9.14339,Entire home/apt,2,68.0,5,60,3,305,91,23,1,2016-10-09,2022-09-03,4.88,4.81,1,1.26,1.0,0,1,0,0
2011-06-21,Santa Maria Maior,38.71212,-9.12934,Entire home/apt,2,77.0,4,1125,8,305,432,61,4,2012-08-10,2022-09-08,4.68,4.81,8,3.51,1.0,0,1,1,1
2011-07-05,Misericrdia,38.71133,-9.14796,Entire home/apt,3,107.0,4,180,1,298,454,40,3,2012-06-22,2022-09-11,4.88,4.9,4,3.64,1.0,0,1,0,0
2012-09-30,Misericrdia,38.70933,-9.15136,Entire home/apt,2,120.0,3,1125,4,329,314,16,4,2012-10-28,2022-09-11,4.8,4.76,2,2.61,1.0,1,1,1,1
2011-09-07,Santa Maria Maior,38.7126,-9.12791,Entire home/apt,2,50.0,2,1125,4,216,329,13,0,2012-07-29,2022-02-04,4.48,4.78,2,2.67,1.0,0,0,0,0
2011-08-03,Santa Maria Maior,38.71091,-9.13784,Entire home/apt,5,164.0,2,365,4,288,84,16,0,2013-03-18,2022-08-07,4.9,4.98,16,0.73,2.0,1,1,0,1
2011-04-14,Alvalade,38.74942,-9.13141,Private room,2,45.0,1,1125,11,302,34,9,2,2014-11-30,2022-08-31,4.3,4.55,7,0.36,1.0,0,0,1,0
2012-05-29,Misericrdia,38.71361,-9.14689,Entire home/apt,3,103.0,3,360,10,316,227,30,0,2012-06-12,2022-07-18,4.59,4.78,3,1.82,1.0,0,1,0,1
2012-10-03,Misericrdia,38.7111,-9.14451,Entire home/apt,4,60.0,1,1125,0,270,138,0,0,2013-05-25,2021-09-13,4.59,4.87,1,1.22,1.0,0,0,0,0
2012-10-04,Areeiro,38.74346,-9.14105,Entire home/apt,8,108.0,3,1125,4,320,45,4,4,2012-12-03,2022-09-08,4.73,4.84,1,0.38,1.0,0,1,1,1
2011-10-11,Misericrdia,38.71288,-9.15278,Entire home/apt,3,80.0,3,120,0,199,51,0,0,2014-04-22,2019-09-07,4.8,4.78,2,0.5,1.0,0,1,0,0
2012-07-17,Misericrdia,38.71158,-9.14377,Entire home/apt,2,114.0,2,365,2,14,129,14,4,2012-08-12,2022-08-30,4.82,4.91,10,1.05,1.0,0,1,0,0
2012-10-09,Misericrdia,38.70952,-9.15025,Entire home/apt,2,62.0,4,10,1,14,378,48,3,2012-08-16,2022-08-29,4.67,4.81,2,3.08,1.0,0,1,1,0
2012-06-09,Ajuda,38.70846,-9.19649,Private room,2,60.0,1,1125,10,343,302,47,4,2013-09-05,2022-09-12,4.81,4.63,1,2.75,1.0,0,1,0,0
2012-10-14,Misericrdia,38.71048,-9.14336,Entire home/apt,2,105.0,2,10,5,135,23,4,4,2013-08-22,2022-09-10,4.9,5.0,1,0.21,1.0,0,1,1,1
2011-06-30,Igreja Nova e Cheleiros,38.89013,-9.31186,Entire home/apt,2,60.0,2,90,0,198,44,0,0,2013-03-26,2020-09-11,4.59,4.82,4,0.38,1.0,0,0,0,1
2012-06-12,Colares,38.793427,-9.456393,Entire home/apt,4,83.0,3,60,15,79,61,5,2,2012-08-17,2022-09-03,4.84,4.64,3,0.5,1.0,0,1,1,0
2012-10-15,Carcavelos e Parede,38.68655,-9.3435,Entire home/apt,6,169.0,4,45,10,325,74,26,2,2013-04-09,2022-08-25,4.64,4.89,1,0.64,3.0,0,1,0,1
2013-07-17,Misericrdia,38.71175,-9.1441,Entire home/apt,5,69.0,3,90,6,310,120,18,1,2012-08-21,2022-08-24,4.47,4.71,4,0.98,1.5,0,0,0,1
2013-07-17,Misericrdia,38.71509,-9.14644,Entire home/apt,11,150.0,3,30,17,314,66,8,0,2012-09-19,2022-08-10,4.58,4.73,4,0.54,3.0,0,0,0,1
2011-08-03,Santa Maria Maior,38.71326,-9.13773,Entire home/apt,8,188.0,2,360,4,287,222,54,3,2013-01-22,2022-09-05,4.91,4.95,16,1.89,2.0,1,1,0,1
2012-10-16,Santo Isidoro,39.0115,-9.41648,Entire home/apt,9,160.0,5,1125,15,323,77,8,1,2013-05-05,2022-08-22,4.91,4.67,2,0.68,3.0,1,1,1,1
2011-06-30,Igreja Nova e Cheleiros,38.89141,-9.31065,Entire home/apt,4,120.0,2,1125,0,165,13,0,0,2015-08-08,2021-07-19,4.46,4.54,4,0.15,2.0,0,0,0,1
2012-07-22,Misericrdia,38.71104064838292,-9.145232477404852,Entire home/apt,2,80.0,4,30,3,103,204,17,2,2012-08-20,2022-09-04,4.86,4.82,1,1.66,1.0,0,1,1,0
2011-08-03,Santa Maria Maior,38.71127,-9.13762,Entire home/apt,8,192.0,2,730,4,275,114,33,3,2012-08-03,2022-08-28,4.95,4.97,16,0.93,2.0,0,1,0,1
2012-10-09,Misericrdia,38.70953,-9.15028,Entire home/apt,2,62.0,4,10,1,27,363,46,4,2012-09-14,2022-09-10,4.72,4.81,2,2.98,1.0,0,1,1,0
2012-07-16,Arroios,38.73204,-9.13374,Private room,1,30.0,30,365,0,225,55,4,1,2013-03-22,2022-08-19,4.64,4.6,5,0.48,1.0,0,0,0,0
2012-07-23,Santa Maria Maior,38.71386,-9.13664,Entire home/apt,6,75.0,2,1125,2,315,354,0,0,2012-08-12,2020-08-14,4.57,4.92,2,2.88,2.0,0,1,0,1
2011-08-28,Misericrdia,38.71033,-9.14651,Entire home/apt,7,110.0,3,180,2,308,297,62,4,2012-09-25,2022-09-03,4.55,4.84,21,2.45,1.0,0,1,0,0
2012-10-23,Santa Maria Maior,38.71152,-9.13578,Entire home/apt,6,165.0,1,1125,4,300,72,31,1,2013-01-01,2022-08-21,4.07,4.91,292,0.61,2.0,0,0,0,1
2012-07-27,Cascais e Estoril,38.701,-9.43206,Entire home/apt,3,85.0,5,60,0,256,50,2,0,2012-08-11,2021-11-14,4.74,4.61,1,0.41,1.0,0,1,1,0
2011-08-01,Santa Maria Maior,38.71046,-9.13134,Entire home/apt,4,150.0,2,30,5,326,460,80,4,2012-08-23,2022-09-07,4.87,4.94,3,3.76,1.0,0,1,1,1
2011-06-11,Cascais e Estoril,38.69846,-9.42232,Entire home/apt,4,152.0,1,1125,7,11,24,7,1,2014-08-21,2022-08-27,4.42,4.91,37,0.24,1.0,1,1,0,1
2012-06-19,Santa Maria Maior,38.71656,-9.13428,Entire home/apt,4,87.0,7,90,3,121,48,5,2,2015-04-30,2022-09-01,4.67,4.93,1,0.53,1.0,0,1,0,1
2012-10-27,Alvalade,38.74996,-9.13358,Entire home/apt,3,100.0,7,21,0,255,10,1,1,2014-05-30,2022-09-04,4.56,4.22,1,0.1,2.0,0,1,0,0
2011-02-11,Estrela,38.70926,-9.16124,Entire home/apt,2,92.0,3,7,4,6,316,1,1,2012-08-17,2022-09-01,4.81,4.59,8,2.58,1.0,0,1,0,1
2012-06-20,Cascais e Estoril,38.69392,-9.37232,Entire home/apt,5,90.0,4,30,0,181,95,10,1,2013-08-22,2022-08-26,4.87,4.78,1,0.86,2.0,0,1,1,0
2012-08-05,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80044,-9.393,Entire home/apt,6,65.0,3,30,2,283,92,2,1,2012-09-22,2022-09-10,4.62,4.89,1,0.76,1.0,1,1,0,0
2011-07-15,Santa Maria Maior,38.71274,-9.13625,Entire home/apt,4,106.0,4,30,4,99,362,22,2,2012-12-19,2022-08-29,4.85,4.94,2,3.05,1.5,0,1,0,1
2012-06-22,Colares,38.8218,-9.4704,Private room,15,65.0,2,1125,17,340,47,18,0,2012-08-09,2022-08-13,4.6,4.83,2,0.38,4.0,0,0,1,1
2012-10-31,Alvalade,38.74552,-9.14223,Entire home/apt,1,65.0,5,120,0,221,37,5,0,2013-05-08,2022-07-02,4.89,4.83,1,0.32,1.0,0,1,0,0
2012-08-08,Misericrdia,38.71246,-9.14655,Entire home/apt,4,63.0,5,365,2,26,238,15,1,2012-08-31,2022-08-28,4.87,4.88,1,1.95,1.0,0,1,1,0
2012-06-23,"S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces",39.10096,-9.28196,Entire home/apt,4,60.0,3,30,11,346,34,7,3,2016-08-28,2022-08-30,4.62,4.73,1,0.46,1.0,0,1,1,1
2012-12-09,Santa Maria Maior,38.71266,-9.12852,Entire home/apt,4,115.0,4,120,2,215,359,20,2,2013-01-09,2022-08-19,4.8,4.84,2,3.05,1.5,0,1,0,1
2012-08-08,Cascais e Estoril,38.7331,-9.44911,Private room,2,45.0,1,28,0,224,77,0,0,2012-09-27,2020-10-19,4.87,4.68,1,0.63,1.0,0,0,1,0
2012-12-06,Misericrdia,38.71388,-9.14513,Entire home/apt,4,25.0,1,1124,0,249,115,1,0,2016-10-09,2022-05-16,4.39,4.69,2,1.59,1.0,0,0,0,0
2012-11-01,Misericrdia,38.71192,-9.14714,Entire home/apt,2,75.0,3,30,2,192,505,42,1,2012-12-31,2022-09-04,4.93,4.87,2,4.27,1.0,0,1,1,0
2012-08-10,Arroios,38.7171,-9.13787,Entire home/apt,2,110.0,4,1125,4,63,25,0,0,2012-09-17,2019-04-22,4.48,4.64,7,0.21,1.0,0,1,0,0
2018-09-04,Santa Maria Maior,38.71148,-9.12883,Entire home/apt,4,87.0,3,90,1,63,209,25,5,2013-04-07,2022-09-09,4.66,4.8,7,1.82,1.0,0,1,0,0
2012-05-27,Santa Maria Maior,38.71007,-9.13204,Entire home/apt,8,109.0,2,1125,5,316,347,29,3,2013-01-02,2022-09-06,4.48,4.81,11,2.94,1.0,0,1,1,1
2012-05-14,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69555,-9.29309,Entire home/apt,6,120.0,3,1125,14,177,25,5,2,2013-07-27,2022-08-26,4.58,4.88,55,0.22,2.0,0,1,0,0
2012-11-03,Estrela,38.7081,-9.15604,Entire home/apt,3,78.0,30,1125,0,277,243,1,0,2013-08-27,2022-06-07,4.57,4.42,1,2.21,1.0,0,1,1,1
2012-09-03,Arroios,38.71648,-9.13857,Entire home/apt,5,60.0,2,30,0,284,342,41,3,2013-03-09,2022-08-30,4.58,4.68,4,2.95,1.0,0,1,0,1
2012-11-08,So Vicente,38.71448,-9.12453,Entire home/apt,6,189.0,2,1125,3,300,14,1,0,2014-07-15,2022-06-05,4.92,4.83,5,0.14,1.0,0,1,0,0
2012-05-14,Carcavelos e Parede,38.68133,-9.33027,Entire home/apt,6,150.0,3,1125,9,241,71,16,0,2014-08-31,2022-08-06,4.79,4.76,55,0.73,1.0,0,1,1,0
2012-08-14,Santo Antnio,38.71586,-9.1509,Entire home/apt,3,66.0,1,1125,2,284,127,27,5,2014-05-06,2022-09-11,4.63,4.75,1,1.25,1.0,0,1,0,0
2010-06-01,Misericrdia,38.71009,-9.15004,Entire home/apt,2,84.0,2,1125,5,296,152,7,1,2013-10-07,2022-08-20,4.6,4.78,7,1.4,1.0,0,1,1,0
2012-08-15,Belm,38.70655,-9.20452,Entire home/apt,5,45.0,4,25,0,0,17,0,0,2013-08-28,2021-08-29,3.88,4.19,1,0.15,1.0,0,1,0,0
2012-11-12,Santo Antnio,38.72128,-9.14353,Entire home/apt,5,94.0,3,133,1,153,121,10,0,2013-08-24,2022-07-28,4.55,4.68,2,1.1,1.5,0,1,1,1
2012-11-13,Santa Maria Maior,38.71274,-9.14142,Entire home/apt,5,191.0,2,1124,11,343,414,27,2,2013-01-03,2022-08-28,4.73,4.93,6,3.51,1.0,0,1,1,0
2012-08-17,Ajuda,38.70464,-9.19741,Entire home/apt,2,75.0,8,1125,0,86,31,3,0,2012-09-26,2022-08-14,4.77,4.72,1,0.26,1.0,0,0,1,1
2010-10-18,Santo Antnio,38.71684,-9.15264,Entire home/apt,4,60.0,3,1125,0,163,260,16,1,2013-04-26,2022-09-02,4.83,4.85,2,2.27,1.0,0,0,0,1
2012-08-19,So Vicente,38.71457,-9.1301,Entire home/apt,5,55.0,3,15,1,107,375,49,3,2012-09-09,2022-08-30,4.7,4.86,3,3.08,1.5,0,1,0,1
2012-08-19,Misericrdia,38.71188,-9.14874,Entire home/apt,4,90.0,2,10,1,299,257,21,0,2012-09-01,2022-05-16,4.8,4.88,1,2.1,1.0,0,1,1,1
2012-09-21,Santa Maria Maior,38.71022,-9.13193,Entire home/apt,4,82.0,2,30,3,51,172,24,2,2013-03-24,2022-09-08,4.43,4.82,13,1.49,2.0,0,1,0,0
2012-12-18,Misericrdia,38.7125,-9.1436,Entire home/apt,3,77.0,2,1125,0,0,111,26,1,2014-08-15,2022-08-21,4.85,4.83,3,1.13,1.0,0,1,1,1
2012-09-21,Santa Maria Maior,38.70981,-9.13384,Entire home/apt,7,114.0,2,30,4,39,207,54,4,2013-05-03,2022-09-07,4.63,4.92,13,1.81,2.0,0,1,1,0
2012-11-02,Misericrdia,38.71121,-9.14693,Entire home/apt,4,114.0,2,45,0,313,611,68,6,2012-11-30,2022-09-09,4.88,4.93,24,5.13,1.0,1,1,0,1
2012-08-21,Santa Maria Maior,38.71092,-9.13689,Entire home/apt,4,101.0,5,1125,0,255,384,0,0,2013-05-28,2020-03-15,4.81,4.93,2,3.39,1.0,1,1,0,1
2011-10-12,Santa Maria Maior,38.7121,-9.14231,Entire home/apt,4,123.0,3,1124,4,55,4,2,0,2015-05-05,2022-06-28,4.75,4.75,9,0.04,1.0,0,1,1,1
2012-08-27,So Vicente,38.71462,-9.12833,Entire home/apt,2,78.0,2,1125,4,333,209,45,5,2016-04-01,2022-09-13,4.79,4.86,1,2.66,1.0,0,1,1,1
2012-11-02,Misericrdia,38.70914,-9.1458,Entire home/apt,4,131.0,2,45,1,166,289,49,4,2013-01-01,2022-09-08,4.85,4.85,24,2.45,1.0,1,1,0,1
2012-12-27,Misericrdia,38.7114,-9.14432,Entire home/apt,4,86.0,4,30,2,221,115,34,3,2013-07-07,2022-09-03,4.66,4.75,2,1.03,1.0,1,1,0,1
2012-09-03,Arroios,38.72109,-9.1344,Entire home/apt,5,70.0,3,1125,3,237,138,24,2,2014-01-03,2022-08-27,4.79,4.55,1,1.3,1.0,0,1,0,1
2012-09-04,Santa Maria Maior,38.71241,-9.12574,Entire home/apt,3,75.0,3,15,3,129,319,39,1,2012-10-08,2022-08-20,4.73,4.85,2,2.64,1.0,0,0,1,0
2013-01-03,Arroios,38.72113,-9.14075,Entire home/apt,3,61.0,3,1124,6,289,302,34,5,2013-04-16,2022-09-11,4.77,4.74,3,2.63,1.0,0,1,1,1
2013-01-03,Arroios,38.72112,-9.14085,Entire home/apt,3,68.0,3,1124,5,303,262,37,5,2013-10-05,2022-09-10,4.66,4.72,3,2.41,1.0,0,1,1,0
2013-03-30,Arroios,38.71641,-9.13977,Entire home/apt,2,154.0,2,7,1,315,106,59,2,2014-11-13,2022-09-07,4.73,4.8,78,1.11,1.0,0,0,0,0
2012-05-22,So Vicente,38.71991,-9.13289,Entire home/apt,4,144.0,2,1125,1,175,159,29,8,2015-05-19,2022-09-02,4.88,4.76,3,1.78,1.0,0,1,1,1
2012-05-23,Misericrdia,38.71281,-9.14677,Entire home/apt,4,153.0,2,180,5,174,211,23,2,2012-09-25,2022-09-01,4.51,4.91,3,1.74,1.0,0,1,0,1
2012-01-26,Ericeira,38.95314,-9.41407,Entire home/apt,5,120.0,5,60,0,316,22,0,0,2013-06-17,2019-09-24,4.71,4.7,1,0.2,1.0,0,1,0,1
2012-11-25,Santa Maria Maior,38.71147,-9.12931,Entire home/apt,2,58.0,4,30,3,294,293,40,4,2013-01-03,2022-09-07,4.72,4.87,1,2.48,1.0,1,0,0,0
2013-01-10,Arroios,38.71645,-9.13823,Entire home/apt,3,78.0,3,365,2,217,214,42,5,2014-07-25,2022-09-07,4.83,4.8,3,2.16,1.0,0,1,0,1
2012-09-03,Arroios,38.71648,-9.13857,Entire home/apt,4,68.0,2,30,2,269,443,52,1,2012-12-31,2022-08-30,4.67,4.71,4,3.75,1.0,0,1,0,1
2012-07-16,Misericrdia,38.71206,-9.15124,Entire home/apt,2,82.0,2,90,4,117,235,0,0,2013-01-04,2020-02-10,4.56,4.73,1,1.99,1.0,1,1,1,1
2012-09-07,Arroios,38.71679,-9.13963,Entire home/apt,8,80.0,3,90,3,81,7,1,0,2013-11-04,2021-10-17,4.86,4.57,4,0.06,2.0,0,1,0,1
2012-11-25,Santa Maria Maior,38.71022,-9.12776,Entire home/apt,5,66.0,4,30,2,305,158,32,2,2013-01-03,2022-09-11,4.72,4.79,1,1.34,1.0,0,0,0,0
2012-11-26,Santa Maria Maior,38.716621,-9.133551,Private room,2,38.0,1,1111,0,286,366,66,3,2012-12-30,2022-08-28,4.42,4.6,4,3.1,2.0,0,0,1,0
2012-09-18,Agualva e Mira-Sintra,38.78123,-9.28225,Entire home/apt,3,85.0,3,1125,0,0,74,4,0,2012-11-24,2022-07-10,4.82,4.66,1,0.62,1.0,0,1,1,0
2012-11-12,Arroios,38.72902,-9.14044,Entire home/apt,4,85.0,3,30,1,305,93,9,0,2014-05-06,2022-08-08,4.75,4.59,2,0.91,1.0,1,1,0,1
2012-05-31,Misericrdia,38.710369,-9.143807,Entire home/apt,2,104.0,2,1125,2,278,158,13,2,2013-03-29,2022-09-04,4.93,4.99,3,1.37,1.0,0,1,1,1
2011-08-18,Santa Maria Maior,38.71251,-9.12478,Entire home/apt,4,64.0,30,365,0,287,143,0,0,2013-03-11,2020-02-20,4.45,4.82,1,1.23,1.0,0,0,1,0
2012-02-15,Belm,38.69478,-9.21949,Entire home/apt,4,59.0,2,1125,0,0,11,0,0,2015-10-26,2020-12-01,4.64,4.64,199,0.13,1.0,0,1,0,0
2011-08-30,Estrela,38.70585,-9.16998,Entire home/apt,5,82.0,3,180,3,121,9,2,1,2014-06-11,2022-08-24,4.56,4.67,11,0.09,2.5,1,1,1,0
2013-03-25,Cascais e Estoril,38.70752,-9.44632,Entire home/apt,9,195.0,3,60,0,13,50,0,0,2013-11-02,2020-01-03,4.6,4.39,1,0.46,3.5,0,1,1,1
2013-01-20,Santa Maria Maior,38.70758,-9.14022,Entire home/apt,4,120.0,10,1125,0,309,239,5,1,2013-01-28,2022-08-25,4.73,4.77,2,2.04,1.0,0,1,1,1
2011-01-05,Santa Maria Maior,38.71006,-9.12872,Entire home/apt,4,75.0,4,120,0,70,126,2,0,2013-08-11,2021-12-08,4.46,4.82,2,1.14,1.0,0,1,0,0
2012-12-06,Misericrdia,38.7141,-9.14637,Entire home/apt,2,74.0,30,90,1,271,30,5,0,2013-08-13,2022-04-22,4.67,4.97,9,0.27,1.0,1,1,0,1
2012-12-06,Misericrdia,38.71245,-9.1482,Entire home/apt,2,91.0,30,90,8,343,12,7,0,2014-04-21,2022-08-02,4.58,5.0,9,0.12,1.0,1,1,0,1
2015-05-13,Misericrdia,38.7089,-9.1516,Entire home/apt,10,180.0,3,1125,7,292,33,14,2,2013-04-15,2022-08-28,4.72,4.67,13,0.29,2.0,0,1,0,1
2012-11-13,Ericeira,38.98709,-9.41433,Private room,3,45.0,1,30,0,242,158,9,0,2013-04-12,2022-06-04,4.89,4.68,2,1.38,1.0,0,0,0,0
2012-10-18,Santo Antnio,38.72183,-9.14373,Entire home/apt,2,50.0,4,1125,5,287,194,17,3,2013-04-20,2022-08-29,4.5,4.74,1,1.69,1.0,0,1,0,0
2012-09-03,Arroios,38.71648,-9.13857,Entire home/apt,6,74.0,2,30,0,296,291,43,5,2013-06-12,2022-08-30,4.38,4.71,4,2.58,1.0,0,1,0,1
2013-04-04,Santa Maria Maior,38.71011,-9.12922,Entire home/apt,8,128.0,3,28,7,250,280,54,4,2013-05-13,2022-09-05,4.83,4.88,2,2.46,2.0,0,1,1,0
2013-04-06,Estrela,38.70825,-9.164,Entire home/apt,4,95.0,2,1125,1,213,353,19,5,2013-05-04,2022-09-11,4.91,4.82,1,3.1,1.0,0,1,0,1
2012-12-09,Santa Maria Maior,38.71274,-9.12841,Entire home/apt,4,106.0,4,120,1,201,300,9,2,2013-01-02,2022-08-30,4.83,4.87,2,2.54,1.0,0,1,0,1
2012-09-05,Santa Maria Maior,38.7152,-9.13492,Entire home/apt,2,68.0,3,1125,1,290,357,39,3,2013-01-02,2022-09-04,4.7,4.7,2,3.02,1.0,0,1,0,0
2013-03-30,Arroios,38.71561,-9.13886,Entire home/apt,2,146.0,1,7,2,309,112,44,5,2014-05-09,2022-09-07,4.75,4.76,78,1.1,1.0,1,1,1,1
2013-05-21,Santa Maria Maior,38.70941,-9.13305,Entire home/apt,4,150.0,3,1125,1,29,30,5,4,2013-08-22,2022-09-11,4.57,4.89,1,0.27,1.0,0,1,1,1
